NUTScode,NUTSlevel,regionName,Value,Year
HU1,1,Közép-Magyarország,31100,2017
HU10,2,Közép-Magyarország,15800,2000
HU10,2,Közép-Magyarország,18100,2001
HU10,2,Közép-Magyarország,20400,2002
HU10,2,Közép-Magyarország,20900,2003
HU10,2,Közép-Magyarország,22000,2004
HU10,2,Közép-Magyarország,23500,2005
HU10,2,Közép-Magyarország,24900,2006
HU10,2,Közép-Magyarország,26000,2007
HU10,2,Közép-Magyarország,27000,2008
HU10,2,Közép-Magyarország,26300,2009
HU10,2,Közép-Magyarország,27200,2010
HU10,2,Közép-Magyarország,27700,2011
HU10,2,Közép-Magyarország,28200,2012
HU10,2,Közép-Magyarország,28800,2013
HU10,2,Közép-Magyarország,29200,2014
HU10,2,Közép-Magyarország,30400,2015
HU10,2,Közép-Magyarország,29800,2016
HU2,1,Dunántúl,9800,2000
HU2,1,Dunántúl,10300,2001
HU2,1,Dunántúl,10900,2002
HU2,1,Dunántúl,11800,2003
HU2,1,Dunántúl,12200,2004
HU2,1,Dunántúl,12700,2005
HU2,1,Dunántúl,13100,2006
HU2,1,Dunántúl,13400,2007
HU2,1,Dunántúl,13900,2008
HU2,1,Dunántúl,12800,2009
HU2,1,Dunántúl,13900,2010
HU2,1,Dunántúl,14800,2011
HU2,1,Dunántúl,15000,2012
HU2,1,Dunántúl,15500,2013
HU2,1,Dunántúl,16600,2014
HU2,1,Dunántúl,17700,2015
HU2,1,Dunántúl,17900,2016
HU2,1,Dunántúl,18100,2017
HU21,2,Közép-Dunántúl,9900,2000
HU21,2,Közép-Dunántúl,10600,2001
HU21,2,Közép-Dunántúl,10900,2002
HU21,2,Közép-Dunántúl,12000,2003
HU21,2,Közép-Dunántúl,12900,2004
HU21,2,Közép-Dunántúl,13600,2005
HU21,2,Közép-Dunántúl,13700,2006
HU21,2,Közép-Dunántúl,14400,2007
HU21,2,Közép-Dunántúl,14700,2008
HU21,2,Közép-Dunántúl,13000,2009
HU21,2,Közép-Dunántúl,14200,2010
HU21,2,Közép-Dunántúl,15200,2011
HU21,2,Közép-Dunántúl,15300,2012
HU21,2,Közép-Dunántúl,16000,2013
HU21,2,Közép-Dunántúl,16900,2014
HU21,2,Közép-Dunántúl,18300,2015
HU21,2,Közép-Dunántúl,18600,2016
HU21,2,Közép-Dunántúl,18800,2017
HU22,2,Nyugat-Dunántúl,11600,2000
HU22,2,Nyugat-Dunántúl,11700,2001
HU22,2,Nyugat-Dunántúl,12800,2002
HU22,2,Nyugat-Dunántúl,14000,2003
HU22,2,Nyugat-Dunántúl,14100,2004
HU22,2,Nyugat-Dunántúl,14300,2005
HU22,2,Nyugat-Dunántúl,15200,2006
HU22,2,Nyugat-Dunántúl,15200,2007
HU22,2,Nyugat-Dunántúl,15800,2008
HU22,2,Nyugat-Dunántúl,14600,2009
HU22,2,Nyugat-Dunántúl,16200,2010
HU22,2,Nyugat-Dunántúl,17400,2011
HU22,2,Nyugat-Dunántúl,17500,2012
HU22,2,Nyugat-Dunántúl,18000,2013
HU22,2,Nyugat-Dunántúl,20100,2014
HU22,2,Nyugat-Dunántúl,21500,2015
HU22,2,Nyugat-Dunántúl,21500,2016
HU22,2,Nyugat-Dunántúl,21500,2017
HU23,2,Dél-Dunántúl,7800,2000
HU23,2,Dél-Dunántúl,8400,2001
HU23,2,Dél-Dunántúl,9000,2002
HU23,2,Dél-Dunántúl,9400,2003
HU23,2,Dél-Dunántúl,9600,2004
HU23,2,Dél-Dunántúl,10000,2005
HU23,2,Dél-Dunántúl,10100,2006
HU23,2,Dél-Dunántúl,10500,2007
HU23,2,Dél-Dunántúl,11000,2008
HU23,2,Dél-Dunántúl,10700,2009
HU23,2,Dél-Dunántúl,11100,2010
HU23,2,Dél-Dunántúl,11600,2011
HU23,2,Dél-Dunántúl,11800,2012
HU23,2,Dél-Dunántúl,12100,2013
HU23,2,Dél-Dunántúl,12500,2014
HU23,2,Dél-Dunántúl,12900,2015
HU23,2,Dél-Dunántúl,12900,2016
HU23,2,Dél-Dunántúl,13500,2017
HU3,1,Alföld és Észak,7100,2000
HU3,1,Alföld és Észak,7900,2001
HU3,1,Alföld és Észak,8300,2002
HU3,1,Alföld és Észak,8700,2003
HU3,1,Alföld és Észak,9200,2004
HU3,1,Alföld és Észak,9600,2005
HU3,1,Alföld és Észak,9800,2006
HU3,1,Alföld és Észak,10000,2007
HU3,1,Alföld és Észak,10400,2008
HU3,1,Alföld és Észak,10000,2009
HU3,1,Alföld és Észak,10300,2010
HU3,1,Alföld és Észak,11000,2011
HU3,1,Alföld és Észak,11200,2012
HU3,1,Alföld és Észak,11500,2013
HU3,1,Alföld és Észak,12400,2014
HU3,1,Alföld és Észak,13100,2015
HU3,1,Alföld és Észak,13200,2016
HU3,1,Alföld és Észak,13700,2017
HU31,2,Észak-Magyarország,6700,2000
HU31,2,Észak-Magyarország,7500,2001
HU31,2,Észak-Magyarország,7900,2002
HU31,2,Észak-Magyarország,8400,2003
HU31,2,Észak-Magyarország,8900,2004
HU31,2,Észak-Magyarország,9500,2005
HU31,2,Észak-Magyarország,9700,2006
HU31,2,Észak-Magyarország,9900,2007
HU31,2,Észak-Magyarország,10100,2008
HU31,2,Észak-Magyarország,9500,2009
HU31,2,Észak-Magyarország,9900,2010
HU31,2,Észak-Magyarország,10300,2011
HU31,2,Észak-Magyarország,10400,2012
HU31,2,Észak-Magyarország,10900,2013
HU31,2,Észak-Magyarország,11800,2014
HU31,2,Észak-Magyarország,12900,2015
HU31,2,Észak-Magyarország,13000,2016
HU31,2,Észak-Magyarország,13700,2017
HU32,2,Észak-Alföld,6900,2000
HU32,2,Észak-Alföld,7800,2001
HU32,2,Észak-Alföld,8200,2002
HU32,2,Észak-Alföld,8700,2003
HU32,2,Észak-Alföld,9000,2004
HU32,2,Észak-Alföld,9300,2005
HU32,2,Észak-Alföld,9600,2006
HU32,2,Észak-Alföld,9800,2007
HU32,2,Észak-Alföld,10200,2008
HU32,2,Észak-Alföld,10100,2009
HU32,2,Észak-Alföld,10400,2010
HU32,2,Észak-Alföld,11100,2011
HU32,2,Észak-Alföld,11200,2012
HU32,2,Észak-Alföld,11300,2013
HU32,2,Észak-Alföld,12000,2014
HU32,2,Észak-Alföld,12500,2015
HU32,2,Észak-Alföld,12500,2016
HU32,2,Észak-Alföld,12900,2017
HU33,2,Dél-Alföld,7800,2000
HU33,2,Dél-Alföld,8400,2001
HU33,2,Dél-Alföld,8800,2002
HU33,2,Dél-Alföld,9100,2003
HU33,2,Dél-Alföld,9600,2004
HU33,2,Dél-Alföld,10000,2005
HU33,2,Dél-Alföld,10100,2006
HU33,2,Dél-Alföld,10300,2007
HU33,2,Dél-Alföld,10900,2008
HU33,2,Dél-Alföld,10300,2009
HU33,2,Dél-Alföld,10600,2010
HU33,2,Dél-Alföld,11500,2011
HU33,2,Dél-Alföld,11800,2012
HU33,2,Dél-Alföld,12400,2013
HU33,2,Dél-Alföld,13300,2014
HU33,2,Dél-Alföld,13900,2015
HU33,2,Dél-Alföld,14000,2016
HU33,2,Dél-Alföld,14500,2017
IE,0,Ireland,26400,2000
IE,0,Ireland,28300,2001
IE,0,Ireland,30200,2002
IE,0,Ireland,30700,2003
IE,0,Ireland,32700,2004
IE,0,Ireland,34400,2005
IE,0,Ireland,36600,2006
IE,0,Ireland,38500,2007
IE,0,Ireland,34900,2008
IE,0,Ireland,31600,2009
IE,0,Ireland,33000,2010
IE,0,Ireland,34300,2011
IE,0,Ireland,35100,2012
IE,0,Ireland,35500,2013
IE,0,Ireland,37700,2014
IE,0,Ireland,51100,2015
IE,0,Ireland,53300,2016
IE,0,Ireland,54300,2017
IE0,1,Éire/Ireland,26400,2000
IE0,1,Éire/Ireland,28300,2001
IE0,1,Éire/Ireland,30200,2002
IE0,1,Éire/Ireland,30700,2003
IE0,1,Éire/Ireland,32700,2004
IE0,1,Éire/Ireland,34400,2005
IE0,1,Éire/Ireland,36600,2006
IE0,1,Éire/Ireland,38500,2007
IE0,1,Éire/Ireland,34900,2008
IE0,1,Éire/Ireland,31600,2009
IE0,1,Éire/Ireland,33000,2010
IE0,1,Éire/Ireland,34300,2011
IE0,1,Éire/Ireland,35100,2012
IE0,1,Éire/Ireland,35500,2013
IE0,1,Éire/Ireland,37700,2014
IE0,1,Éire/Ireland,51100,2015
IE0,1,Éire/Ireland,53300,2016
IE0,1,Éire/Ireland,54300,2017
IE01,2,"Border, Midland and Western",17800,2000
IE01,2,"Border, Midland and Western",19300,2001
IE01,2,"Border, Midland and Western",21200,2002
IE01,2,"Border, Midland and Western",21500,2003
IE01,2,"Border, Midland and Western",23600,2004
IE01,2,"Border, Midland and Western",23900,2005
IE01,2,"Border, Midland and Western",26100,2006
IE01,2,"Border, Midland and Western",26600,2007
IE01,2,"Border, Midland and Western",24000,2008
IE01,2,"Border, Midland and Western",21500,2009
IE01,2,"Border, Midland and Western",21700,2010
IE01,2,"Border, Midland and Western",23200,2011
IE01,2,"Border, Midland and Western",23200,2012
IE01,2,"Border, Midland and Western",21600,2013
IE01,2,"Border, Midland and Western",22100,2014
IE01,2,"Border, Midland and Western",25000,2016
IE02,2,Southern and Eastern,29500,2000
IE02,2,Southern and Eastern,31500,2001
IE02,2,Southern and Eastern,33500,2002
IE02,2,Southern and Eastern,34100,2003
IE02,2,Southern and Eastern,36100,2004
IE02,2,Southern and Eastern,38200,2005
IE02,2,Southern and Eastern,40500,2006
IE02,2,Southern and Eastern,42900,2007
IE02,2,Southern and Eastern,38900,2008
IE02,2,Southern and Eastern,35300,2009
IE02,2,Southern and Eastern,37200,2010
IE02,2,Southern and Eastern,38400,2011
IE02,2,Southern and Eastern,39500,2012
IE02,2,Southern and Eastern,40500,2013
IE02,2,Southern and Eastern,43300,2014
IE02,2,Southern and Eastern,63400,2016
IT,0,Italy,23700,2000
IT,0,Italy,24200,2001
IT,0,Italy,24600,2002
IT,0,Italy,24600,2003
IT,0,Italy,24800,2004
IT,0,Italy,25400,2005
IT,0,Italy,26600,2006
IT,0,Italy,27900,2007
IT,0,Italy,27800,2008
IT,0,Italy,26000,2009
IT,0,Italy,26500,2010
IT,0,Italy,27100,2011
IT,0,Italy,27000,2012
IT,0,Italy,26400,2013
IT,0,Italy,26600,2014
IT,0,Italy,27800,2015
IT,0,Italy,28200,2016
IT,0,Italy,28900,2017
ITC,1,Nord-Ovest,29000,2000
ITC,1,Nord-Ovest,29700,2001
ITC,1,Nord-Ovest,30200,2002
ITC,1,Nord-Ovest,30300,2003
ITC,1,Nord-Ovest,30400,2004
ITC,1,Nord-Ovest,31000,2005
ITC,1,Nord-Ovest,32200,2006
ITC,1,Nord-Ovest,33700,2007
ITC,1,Nord-Ovest,34100,2008
ITC,1,Nord-Ovest,31500,2009
ITC,1,Nord-Ovest,32600,2010
ITC,1,Nord-Ovest,33300,2011
ITC,1,Nord-Ovest,33000,2012
ITC,1,Nord-Ovest,32200,2013
ITC,1,Nord-Ovest,32700,2014
ITC,1,Nord-Ovest,34200,2015
ITC,1,Nord-Ovest,34700,2016
ITC,1,Nord-Ovest,35700,2017
ITC1,2,Piemonte,25900,2000
ITC1,2,Piemonte,26400,2001
ITC1,2,Piemonte,26700,2002
ITC1,2,Piemonte,26900,2003
ITC1,2,Piemonte,27100,2004
ITC1,2,Piemonte,27800,2005
ITC1,2,Piemonte,29100,2006
ITC1,2,Piemonte,30200,2007
ITC1,2,Piemonte,29800,2008
ITC1,2,Piemonte,27100,2009
ITC1,2,Piemonte,28100,2010
ITC1,2,Piemonte,28800,2011
ITC1,2,Piemonte,28300,2012
ITC1,2,Piemonte,28200,2013
ITC1,2,Piemonte,28300,2014
ITC1,2,Piemonte,29600,2015
ITC1,2,Piemonte,30000,2016
ITC1,2,Piemonte,30700,2017
ITC2,2,Valle d'Aosta/Vallée d'Aoste,30000,2000
ITC2,2,Valle d'Aosta/Vallée d'Aoste,30700,2001
ITC2,2,Valle d'Aosta/Vallée d'Aoste,31000,2002
ITC2,2,Valle d'Aosta/Vallée d'Aoste,32200,2003
ITC2,2,Valle d'Aosta/Vallée d'Aoste,32000,2004
ITC2,2,Valle d'Aosta/Vallée d'Aoste,32900,2005
ITC2,2,Valle d'Aosta/Vallée d'Aoste,34100,2006
ITC2,2,Valle d'Aosta/Vallée d'Aoste,35300,2007
ITC2,2,Valle d'Aosta/Vallée d'Aoste,35800,2008
ITC2,2,Valle d'Aosta/Vallée d'Aoste,33300,2009
ITC2,2,Valle d'Aosta/Vallée d'Aoste,34900,2010
ITC2,2,Valle d'Aosta/Vallée d'Aoste,35600,2011
ITC2,2,Valle d'Aosta/Vallée d'Aoste,36300,2012
ITC2,2,Valle d'Aosta/Vallée d'Aoste,34200,2013
ITC2,2,Valle d'Aosta/Vallée d'Aoste,34100,2014
ITC2,2,Valle d'Aosta/Vallée d'Aoste,35100,2015
ITC2,2,Valle d'Aosta/Vallée d'Aoste,35600,2016
ITC2,2,Valle d'Aosta/Vallée d'Aoste,35700,2017
ITC3,2,Liguria,25500,2000
ITC3,2,Liguria,26600,2001
ITC3,2,Liguria,26500,2002
ITC3,2,Liguria,26900,2003
ITC3,2,Liguria,27100,2004
ITC3,2,Liguria,27800,2005
ITC3,2,Liguria,29000,2006
ITC3,2,Liguria,31000,2007
ITC3,2,Liguria,31300,2008
ITC3,2,Liguria,29100,2009
ITC3,2,Liguria,29000,2010
ITC3,2,Liguria,29700,2011
ITC3,2,Liguria,29700,2012
ITC3,2,Liguria,29000,2013
ITC3,2,Liguria,29700,2014
ITC3,2,Liguria,31000,2015
ITC3,2,Liguria,31400,2016
ITC3,2,Liguria,32000,2017
ITC4,2,Lombardia,31100,2000
ITC4,2,Lombardia,31800,2001
ITC4,2,Lombardia,32500,2002
ITC4,2,Lombardia,32500,2003
ITC4,2,Lombardia,32400,2004
ITC4,2,Lombardia,33000,2005
ITC4,2,Lombardia,34100,2006
ITC4,2,Lombardia,35700,2007
ITC4,2,Lombardia,36500,2008
ITC4,2,Lombardia,33800,2009
ITC4,2,Lombardia,35200,2010
ITC4,2,Lombardia,35900,2011
ITC4,2,Lombardia,35600,2012
ITC4,2,Lombardia,34500,2013
ITC4,2,Lombardia,35200,2014
ITC4,2,Lombardia,36600,2015
ITC4,2,Lombardia,37300,2016
ITC4,2,Lombardia,38500,2017
ITF,1,Sud,16000,2000
ITF,1,Sud,16400,2001
ITF,1,Sud,16600,2002
ITF,1,Sud,16600,2003
ITF,1,Sud,16600,2004
ITF,1,Sud,17100,2005
ITF,1,Sud,18000,2006
ITF,1,Sud,18700,2007
ITF,1,Sud,18600,2008
ITF,1,Sud,17600,2009
ITF,1,Sud,17700,2010
ITF,1,Sud,18000,2011
ITF,1,Sud,18200,2012
ITF,1,Sud,17600,2013
ITF,1,Sud,17700,2014
ITF,1,Sud,18600,2015
ITF,1,Sud,19000,2016
ITF,1,Sud,19200,2017
ITF1,2,Abruzzo,20700,2000
ITF1,2,Abruzzo,21200,2001
ITF1,2,Abruzzo,21200,2002
ITF1,2,Abruzzo,20900,2003
ITF1,2,Abruzzo,20300,2004
ITF1,2,Abruzzo,21200,2005
ITF1,2,Abruzzo,22400,2006
ITF1,2,Abruzzo,23500,2007
ITF1,2,Abruzzo,23600,2008
ITF1,2,Abruzzo,22200,2009
ITF1,2,Abruzzo,22800,2010
ITF1,2,Abruzzo,23800,2011
ITF1,2,Abruzzo,24100,2012
ITF1,2,Abruzzo,23400,2013
ITF1,2,Abruzzo,23600,2014
ITF1,2,Abruzzo,25200,2015
ITF1,2,Abruzzo,24600,2016
ITF1,2,Abruzzo,25000,2017
ITF2,2,Molise,18100,2000
ITF2,2,Molise,18600,2001
ITF2,2,Molise,18700,2002
ITF2,2,Molise,18600,2003
ITF2,2,Molise,18900,2004
ITF2,2,Molise,19400,2005
ITF2,2,Molise,21000,2006
ITF2,2,Molise,22100,2007
ITF2,2,Molise,21500,2008
ITF2,2,Molise,20500,2009
ITF2,2,Molise,20600,2010
ITF2,2,Molise,20700,2011
ITF2,2,Molise,20500,2012
ITF2,2,Molise,18900,2013
ITF2,2,Molise,18900,2014
ITF2,2,Molise,19800,2015
ITF2,2,Molise,20400,2016
ITF2,2,Molise,20100,2017
ITF3,2,Campania,15700,2000
ITF3,2,Campania,16200,2001
ITF3,2,Campania,16500,2002
ITF3,2,Campania,16400,2003
ITF3,2,Campania,16500,2004
ITF3,2,Campania,16900,2005
ITF3,2,Campania,17700,2006
ITF3,2,Campania,18500,2007
ITF3,2,Campania,18400,2008
ITF3,2,Campania,17500,2009
ITF3,2,Campania,17300,2010
ITF3,2,Campania,17300,2011
ITF3,2,Campania,17400,2012
ITF3,2,Campania,16900,2013
ITF3,2,Campania,17000,2014
ITF3,2,Campania,17600,2015
ITF3,2,Campania,18600,2016
ITF3,2,Campania,18500,2017
ITF4,2,Puglia,15600,2000
ITF4,2,Puglia,15900,2001
ITF4,2,Puglia,16000,2002
ITF4,2,Puglia,16000,2003
ITF4,2,Puglia,16000,2004
ITF4,2,Puglia,16300,2005
ITF4,2,Puglia,17200,2006
ITF4,2,Puglia,17800,2007
ITF4,2,Puglia,17400,2008
ITF4,2,Puglia,16600,2009
ITF4,2,Puglia,16900,2010
ITF4,2,Puglia,17300,2011
ITF4,2,Puglia,17700,2012
ITF4,2,Puglia,17100,2013
ITF4,2,Puglia,17300,2014
ITF4,2,Puglia,18100,2015
ITF4,2,Puglia,18100,2016
ITF4,2,Puglia,18700,2017
ITF5,2,Basilicata,17400,2000
ITF5,2,Basilicata,17500,2001
ITF5,2,Basilicata,17700,2002
ITF5,2,Basilicata,17300,2003
ITF5,2,Basilicata,17400,2004
ITF5,2,Basilicata,17700,2005
ITF5,2,Basilicata,19000,2006
ITF5,2,Basilicata,20100,2007
ITF5,2,Basilicata,19900,2008
ITF5,2,Basilicata,18500,2009
ITF5,2,Basilicata,18400,2010
ITF5,2,Basilicata,19100,2011
ITF5,2,Basilicata,19300,2012
ITF5,2,Basilicata,19600,2013
ITF5,2,Basilicata,19100,2014
ITF5,2,Basilicata,20400,2015
ITF5,2,Basilicata,21000,2016
ITF5,2,Basilicata,21400,2017
ITF6,2,Calabria,14200,2000
ITF6,2,Calabria,14600,2001
ITF6,2,Calabria,14700,2002
ITF6,2,Calabria,14800,2003
ITF6,2,Calabria,15200,2004
ITF6,2,Calabria,15700,2005
ITF6,2,Calabria,16500,2006
ITF6,2,Calabria,17100,2007
ITF6,2,Calabria,17200,2008
ITF6,2,Calabria,16500,2009
ITF6,2,Calabria,16500,2010
ITF6,2,Calabria,16800,2011
ITF6,2,Calabria,16800,2012
ITF6,2,Calabria,16200,2013
ITF6,2,Calabria,16200,2014
ITF6,2,Calabria,17100,2015
ITF6,2,Calabria,17100,2016
ITF6,2,Calabria,17400,2017
ITG,1,Isole,15600,2000
ITG,1,Isole,16200,2001
ITG,1,Isole,16300,2002
ITG,1,Isole,16500,2003
ITG,1,Isole,16700,2004
ITG,1,Isole,17300,2005
ITG,1,Isole,18200,2006
ITG,1,Isole,18800,2007
ITG,1,Isole,18900,2008
ITG,1,Isole,18000,2009
ITG,1,Isole,18000,2010
ITG,1,Isole,18100,2011
ITG,1,Isole,18200,2012
ITG,1,Isole,17600,2013
ITG,1,Isole,17400,2014
ITG,1,Isole,18200,2015
ITG,1,Isole,18300,2016
ITG,1,Isole,18500,2017
ITG1,2,Sicilia,15300,2000
ITG1,2,Sicilia,15800,2001
ITG1,2,Sicilia,15900,2002
ITG1,2,Sicilia,16100,2003
ITG1,2,Sicilia,16200,2004
ITG1,2,Sicilia,16900,2005
ITG1,2,Sicilia,17700,2006
ITG1,2,Sicilia,18300,2007
ITG1,2,Sicilia,18300,2008
ITG1,2,Sicilia,17400,2009
ITG1,2,Sicilia,17400,2010
ITG1,2,Sicilia,17400,2011
ITG1,2,Sicilia,17500,2012
ITG1,2,Sicilia,17000,2013
ITG1,2,Sicilia,16600,2014
ITG1,2,Sicilia,17600,2015
ITG1,2,Sicilia,17500,2016
ITG1,2,Sicilia,17700,2017
ITG2,2,Sardegna,16800,2000
ITG2,2,Sardegna,17500,2001
ITG2,2,Sardegna,17500,2002
ITG2,2,Sardegna,17800,2003
ITG2,2,Sardegna,18200,2004
ITG2,2,Sardegna,18600,2005
ITG2,2,Sardegna,19600,2006
ITG2,2,Sardegna,20400,2007
ITG2,2,Sardegna,20700,2008
ITG2,2,Sardegna,19700,2009
ITG2,2,Sardegna,19800,2010
ITG2,2,Sardegna,20000,2011
ITG2,2,Sardegna,20300,2012
ITG2,2,Sardegna,19500,2013
ITG2,2,Sardegna,19500,2014
ITG2,2,Sardegna,20100,2015
ITG2,2,Sardegna,20600,2016
ITG2,2,Sardegna,20900,2017
ITH,1,Nord-Est,28300,2000
ITH,1,Nord-Est,28600,2001
ITH,1,Nord-Est,28700,2002
ITH,1,Nord-Est,28700,2003
ITH,1,Nord-Est,29000,2004
ITH,1,Nord-Est,29600,2005
ITH,1,Nord-Est,31100,2006
ITH,1,Nord-Est,32600,2007
ITH,1,Nord-Est,32200,2008
ITH,1,Nord-Est,30000,2009
ITH,1,Nord-Est,30600,2010
ITH,1,Nord-Est,31700,2011
ITH,1,Nord-Est,31600,2012
ITH,1,Nord-Est,31300,2013
ITH,1,Nord-Est,31800,2014
ITH,1,Nord-Est,33200,2015
ITH,1,Nord-Est,33900,2016
ITH,1,Nord-Est,34700,2017
ITH1,2,Provincia Autonoma di Bolzano/Bozen,32600,2000
ITH1,2,Provincia Autonoma di Bolzano/Bozen,32600,2001
ITH1,2,Provincia Autonoma di Bolzano/Bozen,32400,2002
ITH1,2,Provincia Autonoma di Bolzano/Bozen,32500,2003
ITH1,2,Provincia Autonoma di Bolzano/Bozen,33500,2004
ITH1,2,Provincia Autonoma di Bolzano/Bozen,33800,2005
ITH1,2,Provincia Autonoma di Bolzano/Bozen,35700,2006
ITH1,2,Provincia Autonoma di Bolzano/Bozen,37400,2007
ITH1,2,Provincia Autonoma di Bolzano/Bozen,37800,2008
ITH1,2,Provincia Autonoma di Bolzano/Bozen,36500,2009
ITH1,2,Provincia Autonoma di Bolzano/Bozen,37600,2010
ITH1,2,Provincia Autonoma di Bolzano/Bozen,38700,2011
ITH1,2,Provincia Autonoma di Bolzano/Bozen,40600,2012
ITH1,2,Provincia Autonoma di Bolzano/Bozen,40300,2013
ITH1,2,Provincia Autonoma di Bolzano/Bozen,40500,2014
ITH1,2,Provincia Autonoma di Bolzano/Bozen,42400,2015
ITH1,2,Provincia Autonoma di Bolzano/Bozen,43400,2016
ITH1,2,Provincia Autonoma di Bolzano/Bozen,42900,2017
ITH2,2,Provincia Autonoma di Trento,30800,2000
ITH2,2,Provincia Autonoma di Trento,31400,2001
ITH2,2,Provincia Autonoma di Trento,31500,2002
ITH2,2,Provincia Autonoma di Trento,31300,2003
ITH2,2,Provincia Autonoma di Trento,31200,2004
ITH2,2,Provincia Autonoma di Trento,31600,2005
ITH2,2,Provincia Autonoma di Trento,32800,2006
ITH2,2,Provincia Autonoma di Trento,34500,2007
ITH2,2,Provincia Autonoma di Trento,34300,2008
ITH2,2,Provincia Autonoma di Trento,32700,2009
ITH2,2,Provincia Autonoma di Trento,33300,2010
ITH2,2,Provincia Autonoma di Trento,34000,2011
ITH2,2,Provincia Autonoma di Trento,34200,2012
ITH2,2,Provincia Autonoma di Trento,34300,2013
ITH2,2,Provincia Autonoma di Trento,34500,2014
ITH2,2,Provincia Autonoma di Trento,35500,2015
ITH2,2,Provincia Autonoma di Trento,35600,2016
ITH2,2,Provincia Autonoma di Trento,36600,2017
ITH3,2,Veneto,27300,2000
ITH3,2,Veneto,27500,2001
ITH3,2,Veneto,27400,2002
ITH3,2,Veneto,27800,2003
ITH3,2,Veneto,28200,2004
ITH3,2,Veneto,28800,2005
ITH3,2,Veneto,30000,2006
ITH3,2,Veneto,31300,2007
ITH3,2,Veneto,30800,2008
ITH3,2,Veneto,28800,2009
ITH3,2,Veneto,29400,2010
ITH3,2,Veneto,30300,2011
ITH3,2,Veneto,30200,2012
ITH3,2,Veneto,29800,2013
ITH3,2,Veneto,30300,2014
ITH3,2,Veneto,31600,2015
ITH3,2,Veneto,32300,2016
ITH3,2,Veneto,33500,2017
ITH4,2,Friuli-Venezia Giulia,25800,2000
ITH4,2,Friuli-Venezia Giulia,26500,2001
ITH4,2,Friuli-Venezia Giulia,26700,2002
ITH4,2,Friuli-Venezia Giulia,26200,2003
ITH4,2,Friuli-Venezia Giulia,26400,2004
ITH4,2,Friuli-Venezia Giulia,27400,2005
ITH4,2,Friuli-Venezia Giulia,28900,2006
ITH4,2,Friuli-Venezia Giulia,30400,2007
ITH4,2,Friuli-Venezia Giulia,29700,2008
ITH4,2,Friuli-Venezia Giulia,27400,2009
ITH4,2,Friuli-Venezia Giulia,28400,2010
ITH4,2,Friuli-Venezia Giulia,29100,2011
ITH4,2,Friuli-Venezia Giulia,28700,2012
ITH4,2,Friuli-Venezia Giulia,28500,2013
ITH4,2,Friuli-Venezia Giulia,28800,2014
ITH4,2,Friuli-Venezia Giulia,29900,2015
ITH4,2,Friuli-Venezia Giulia,30900,2016
ITH4,2,Friuli-Venezia Giulia,31400,2017
ITH5,2,Emilia-Romagna,29400,2000
ITH5,2,Emilia-Romagna,29700,2001
ITH5,2,Emilia-Romagna,29800,2002
ITH5,2,Emilia-Romagna,29700,2003
ITH5,2,Emilia-Romagna,29900,2004
ITH5,2,Emilia-Romagna,30500,2005
ITH5,2,Emilia-Romagna,32200,2006
ITH5,2,Emilia-Romagna,33900,2007
ITH5,2,Emilia-Romagna,33700,2008
ITH5,2,Emilia-Romagna,30900,2009
ITH5,2,Emilia-Romagna,31500,2010
ITH5,2,Emilia-Romagna,32700,2011
ITH5,2,Emilia-Romagna,32700,2012
ITH5,2,Emilia-Romagna,32300,2013
ITH5,2,Emilia-Romagna,33000,2014
ITH5,2,Emilia-Romagna,34500,2015
ITH5,2,Emilia-Romagna,35300,2016
ITH5,2,Emilia-Romagna,35800,2017
ITI,1,Centro (IT),26400,2000
ITI,1,Centro (IT),27200,2001
ITI,1,Centro (IT),27900,2002
ITI,1,Centro (IT),27800,2003
ITI,1,Centro (IT),28400,2004
ITI,1,Centro (IT),28900,2005
ITI,1,Centro (IT),30200,2006
ITI,1,Centro (IT),31600,2007
ITI,1,Centro (IT),31100,2008
ITI,1,Centro (IT),29600,2009
ITI,1,Centro (IT),29700,2010
ITI,1,Centro (IT),30200,2011
ITI,1,Centro (IT),29800,2012
ITI,1,Centro (IT),28800,2013
ITI,1,Centro (IT),29100,2014
ITI,1,Centro (IT),30200,2015
ITI,1,Centro (IT),30400,2016
ITI,1,Centro (IT),31100,2017
ITI1,2,Toscana,25200,2000
ITI1,2,Toscana,25700,2001
ITI1,2,Toscana,26100,2002
ITI1,2,Toscana,26200,2003
ITI1,2,Toscana,26300,2004
ITI1,2,Toscana,26700,2005
ITI1,2,Toscana,28100,2006
ITI1,2,Toscana,29400,2007
ITI1,2,Toscana,29200,2008
ITI1,2,Toscana,27800,2009
ITI1,2,Toscana,28000,2010
ITI1,2,Toscana,28700,2011
ITI1,2,Toscana,29000,2012
ITI1,2,Toscana,28300,2013
ITI1,2,Toscana,28900,2014
ITI1,2,Toscana,30200,2015
ITI1,2,Toscana,30500,2016
ITI1,2,Toscana,30900,2017
ITI2,2,Umbria,23400,2000
ITI2,2,Umbria,23900,2001
ITI2,2,Umbria,23900,2002
ITI2,2,Umbria,23800,2003
ITI2,2,Umbria,24000,2004
ITI2,2,Umbria,24300,2005
ITI2,2,Umbria,25600,2006
ITI2,2,Umbria,26700,2007
ITI2,2,Umbria,26500,2008
ITI2,2,Umbria,24100,2009
ITI2,2,Umbria,24500,2010
ITI2,2,Umbria,24700,2011
ITI2,2,Umbria,24300,2012
