NUTScode,NUTSlevel,regionName,Value,Year
CZ,0,Czech Republic,14100,2000
CZ,0,Czech Republic,15200,2001
CZ,0,Czech Republic,15600,2002
CZ,0,Czech Republic,16400,2003
CZ,0,Czech Republic,17600,2004
CZ,0,Czech Republic,18600,2005
CZ,0,Czech Republic,19600,2006
CZ,0,Czech Republic,21400,2007
CZ,0,Czech Republic,21900,2008
CZ,0,Czech Republic,20900,2009
CZ,0,Czech Republic,21000,2010
CZ,0,Czech Republic,21700,2011
CZ,0,Czech Republic,21900,2012
CZ,0,Czech Republic,22400,2013
CZ,0,Czech Republic,23800,2014
CZ,0,Czech Republic,25200,2015
CZ,0,Czech Republic,25600,2016
CZ,0,Czech Republic,26900,2017
CZ0,1,Ceská republika,14100,2000
CZ0,1,Ceská republika,15200,2001
CZ0,1,Ceská republika,15600,2002
CZ0,1,Ceská republika,16400,2003
CZ0,1,Ceská republika,17600,2004
CZ0,1,Ceská republika,18600,2005
CZ0,1,Ceská republika,19600,2006
CZ0,1,Ceská republika,21400,2007
CZ0,1,Ceská republika,21900,2008
CZ0,1,Ceská republika,20900,2009
CZ0,1,Ceská republika,21000,2010
CZ0,1,Ceská republika,21700,2011
CZ0,1,Ceská republika,21900,2012
CZ0,1,Ceská republika,22400,2013
CZ0,1,Ceská republika,23800,2014
CZ0,1,Ceská republika,25200,2015
CZ0,1,Ceská republika,25600,2016
CZ0,1,Ceská republika,26900,2017
CZ01,2,Praha,27800,2000
CZ01,2,Praha,30800,2001
CZ01,2,Praha,32100,2002
CZ01,2,Praha,34600,2003
CZ01,2,Praha,37000,2004
CZ01,2,Praha,39700,2005
CZ01,2,Praha,41900,2006
CZ01,2,Praha,46700,2007
CZ01,2,Praha,47600,2008
CZ01,2,Praha,44900,2009
CZ01,2,Praha,45400,2010
CZ01,2,Praha,45800,2011
CZ01,2,Praha,45900,2012
CZ01,2,Praha,46700,2013
CZ01,2,Praha,48400,2014
CZ01,2,Praha,51400,2015
CZ01,2,Praha,53100,2016
CZ01,2,Praha,56200,2017
CZ02,2,Strední Cechy,14200,2000
CZ02,2,Strední Cechy,15000,2001
CZ02,2,Strední Cechy,15500,2002
CZ02,2,Strední Cechy,15800,2003
CZ02,2,Strední Cechy,16900,2004
CZ02,2,Strední Cechy,17100,2005
CZ02,2,Strední Cechy,18500,2006
CZ02,2,Strední Cechy,20200,2007
CZ02,2,Strední Cechy,20500,2008
CZ02,2,Strední Cechy,18900,2009
CZ02,2,Strední Cechy,18700,2010
CZ02,2,Strední Cechy,19600,2011
CZ02,2,Strední Cechy,19900,2012
CZ02,2,Strední Cechy,20000,2013
CZ02,2,Strední Cechy,21800,2014
CZ02,2,Strední Cechy,23300,2015
CZ02,2,Strední Cechy,23500,2016
CZ02,2,Strední Cechy,25100,2017
CZ03,2,Jihozápad,13300,2000
CZ03,2,Jihozápad,14100,2001
CZ03,2,Jihozápad,14400,2002
CZ03,2,Jihozápad,15100,2003
CZ03,2,Jihozápad,16300,2004
CZ03,2,Jihozápad,17100,2005
CZ03,2,Jihozápad,18100,2006
CZ03,2,Jihozápad,19000,2007
CZ03,2,Jihozápad,18600,2008
CZ03,2,Jihozápad,18300,2009
CZ03,2,Jihozápad,18500,2010
CZ03,2,Jihozápad,19000,2011
CZ03,2,Jihozápad,19100,2012
CZ03,2,Jihozápad,20000,2013
CZ03,2,Jihozápad,21200,2014
CZ03,2,Jihozápad,22300,2015
CZ03,2,Jihozápad,22500,2016
CZ03,2,Jihozápad,23300,2017
CZ04,2,Severozápad,11700,2000
CZ04,2,Severozápad,12300,2001
CZ04,2,Severozápad,12700,2002
CZ04,2,Severozápad,13600,2003
CZ04,2,Severozápad,14200,2004
CZ04,2,Severozápad,14900,2005
CZ04,2,Severozápad,15500,2006
CZ04,2,Severozápad,16700,2007
CZ04,2,Severozápad,16900,2008
CZ04,2,Severozápad,16600,2009
CZ04,2,Severozápad,16300,2010
CZ04,2,Severozápad,16700,2011
CZ04,2,Severozápad,16800,2012
CZ04,2,Severozápad,16900,2013
CZ04,2,Severozápad,17500,2014
CZ04,2,Severozápad,18800,2015
CZ04,2,Severozápad,18400,2016
CZ04,2,Severozápad,19000,2017
CZ05,2,Severovýchod,12700,2000
CZ05,2,Severovýchod,13400,2001
CZ05,2,Severovýchod,13600,2002
CZ05,2,Severovýchod,13900,2003
CZ05,2,Severovýchod,14700,2004
CZ05,2,Severovýchod,15600,2005
CZ05,2,Severovýchod,16300,2006
CZ05,2,Severovýchod,17700,2007
CZ05,2,Severovýchod,17800,2008
CZ05,2,Severovýchod,17000,2009
CZ05,2,Severovýchod,17300,2010
CZ05,2,Severovýchod,17900,2011
CZ05,2,Severovýchod,17900,2012
CZ05,2,Severovýchod,18300,2013
CZ05,2,Severovýchod,19600,2014
CZ05,2,Severovýchod,20700,2015
CZ05,2,Severovýchod,21100,2016
CZ05,2,Severovýchod,22600,2017
CZ06,2,Jihovýchod,12400,2000
CZ06,2,Jihovýchod,13500,2001
CZ06,2,Jihovýchod,13800,2002
CZ06,2,Jihovýchod,14600,2003
CZ06,2,Jihovýchod,15400,2004
CZ06,2,Jihovýchod,16200,2005
CZ06,2,Jihovýchod,17100,2006
CZ06,2,Jihovýchod,18900,2007
CZ06,2,Jihovýchod,19500,2008
CZ06,2,Jihovýchod,18700,2009
CZ06,2,Jihovýchod,18800,2010
CZ06,2,Jihovýchod,19700,2011
CZ06,2,Jihovýchod,20300,2012
CZ06,2,Jihovýchod,21200,2013
CZ06,2,Jihovýchod,22300,2014
CZ06,2,Jihovýchod,23500,2015
CZ06,2,Jihovýchod,23600,2016
CZ06,2,Jihovýchod,24400,2017
CZ07,2,Strední Morava,11400,2000
CZ07,2,Strední Morava,12100,2001
CZ07,2,Strední Morava,12300,2002
CZ07,2,Strední Morava,13000,2003
CZ07,2,Strední Morava,13700,2004
CZ07,2,Strední Morava,14400,2005
CZ07,2,Strední Morava,15200,2006
CZ07,2,Strední Morava,16500,2007
CZ07,2,Strední Morava,17200,2008
CZ07,2,Strední Morava,16600,2009
CZ07,2,Strední Morava,16700,2010
CZ07,2,Strední Morava,17500,2011
CZ07,2,Strední Morava,17700,2012
CZ07,2,Strední Morava,18100,2013
CZ07,2,Strední Morava,19800,2014
CZ07,2,Strední Morava,21000,2015
CZ07,2,Strední Morava,20800,2016
CZ07,2,Strední Morava,22000,2017
CZ08,2,Moravskoslezsko,10900,2000
CZ08,2,Moravskoslezsko,11700,2001
CZ08,2,Moravskoslezsko,12000,2002
CZ08,2,Moravskoslezsko,12600,2003
CZ08,2,Moravskoslezsko,14100,2004
CZ08,2,Moravskoslezsko,15600,2005
CZ08,2,Moravskoslezsko,16100,2006
CZ08,2,Moravskoslezsko,17700,2007
CZ08,2,Moravskoslezsko,18300,2008
CZ08,2,Moravskoslezsko,16900,2009
CZ08,2,Moravskoslezsko,17400,2010
CZ08,2,Moravskoslezsko,18600,2011
CZ08,2,Moravskoslezsko,18900,2012
CZ08,2,Moravskoslezsko,18600,2013
CZ08,2,Moravskoslezsko,19900,2014
CZ08,2,Moravskoslezsko,20900,2015
CZ08,2,Moravskoslezsko,21800,2016
CZ08,2,Moravskoslezsko,22100,2017
DE,0,Germany,24100,2000
DE,0,Germany,25000,2001
DE,0,Germany,25500,2002
DE,0,Germany,25700,2003
DE,0,Germany,26900,2004
DE,0,Germany,27500,2005
DE,0,Germany,28800,2006
DE,0,Germany,30500,2007
DE,0,Germany,30600,2008
DE,0,Germany,28700,2009
DE,0,Germany,30500,2010
DE,0,Germany,32200,2011
DE,0,Germany,32900,2012
DE,0,Germany,33200,2013
DE,0,Germany,34500,2014
DE,0,Germany,35800,2015
DE,0,Germany,36000,2016
DE,0,Germany,37100,2017
DE1,1,Baden-Württemberg,27800,2000
DE1,1,Baden-Württemberg,29000,2001
DE1,1,Baden-Württemberg,29300,2002
DE1,1,Baden-Württemberg,29600,2003
DE1,1,Baden-Württemberg,30600,2004
DE1,1,Baden-Württemberg,31100,2005
DE1,1,Baden-Württemberg,33100,2006
DE1,1,Baden-Württemberg,35300,2007
DE1,1,Baden-Württemberg,35000,2008
DE1,1,Baden-Württemberg,31800,2009
DE1,1,Baden-Württemberg,34900,2010
DE1,1,Baden-Württemberg,37000,2011
DE1,1,Baden-Württemberg,37700,2012
DE1,1,Baden-Württemberg,37900,2013
DE1,1,Baden-Württemberg,39300,2014
DE1,1,Baden-Württemberg,41300,2015
DE1,1,Baden-Württemberg,41300,2016
DE1,1,Baden-Württemberg,42300,2017
DE11,2,Stuttgart,31100,2000
DE11,2,Stuttgart,32800,2001
DE11,2,Stuttgart,32900,2002
DE11,2,Stuttgart,33500,2003
DE11,2,Stuttgart,34200,2004
DE11,2,Stuttgart,34400,2005
DE11,2,Stuttgart,37000,2006
DE11,2,Stuttgart,39800,2007
DE11,2,Stuttgart,38600,2008
DE11,2,Stuttgart,34700,2009
DE11,2,Stuttgart,38900,2010
DE11,2,Stuttgart,41300,2011
DE11,2,Stuttgart,42400,2012
DE11,2,Stuttgart,42600,2013
DE11,2,Stuttgart,44500,2014
DE11,2,Stuttgart,46700,2015
DE11,2,Stuttgart,47200,2016
DE11,2,Stuttgart,47800,2017
DE12,2,Karlsruhe,27600,2000
DE12,2,Karlsruhe,28800,2001
DE12,2,Karlsruhe,29400,2002
DE12,2,Karlsruhe,29600,2003
DE12,2,Karlsruhe,30700,2004
DE12,2,Karlsruhe,31600,2005
DE12,2,Karlsruhe,33400,2006
DE12,2,Karlsruhe,35200,2007
DE12,2,Karlsruhe,35300,2008
DE12,2,Karlsruhe,32800,2009
DE12,2,Karlsruhe,35200,2010
DE12,2,Karlsruhe,36900,2011
DE12,2,Karlsruhe,37300,2012
DE12,2,Karlsruhe,37300,2013
DE12,2,Karlsruhe,38300,2014
DE12,2,Karlsruhe,40200,2015
DE12,2,Karlsruhe,39900,2016
DE12,2,Karlsruhe,40800,2017
DE13,2,Freiburg,23900,2000
DE13,2,Freiburg,24600,2001
DE13,2,Freiburg,24800,2002
DE13,2,Freiburg,24900,2003
DE13,2,Freiburg,25900,2004
DE13,2,Freiburg,26500,2005
DE13,2,Freiburg,28000,2006
DE13,2,Freiburg,29500,2007
DE13,2,Freiburg,29700,2008
DE13,2,Freiburg,27100,2009
DE13,2,Freiburg,29300,2010
DE13,2,Freiburg,31100,2011
DE13,2,Freiburg,31600,2012
DE13,2,Freiburg,32000,2013
DE13,2,Freiburg,33200,2014
DE13,2,Freiburg,34800,2015
DE13,2,Freiburg,34500,2016
DE13,2,Freiburg,35600,2017
DE14,2,Tübingen,25200,2000
DE14,2,Tübingen,26200,2001
DE14,2,Tübingen,26400,2002
DE14,2,Tübingen,26700,2003
DE14,2,Tübingen,28000,2004
DE14,2,Tübingen,28800,2005
DE14,2,Tübingen,30300,2006
DE14,2,Tübingen,32400,2007
DE14,2,Tübingen,32800,2008
DE14,2,Tübingen,29500,2009
DE14,2,Tübingen,32500,2010
DE14,2,Tübingen,34700,2011
DE14,2,Tübingen,35300,2012
DE14,2,Tübingen,35800,2013
DE14,2,Tübingen,36900,2014
DE14,2,Tübingen,38700,2015
DE14,2,Tübingen,38700,2016
DE14,2,Tübingen,40400,2017
DE2,1,Bayern,27500,2000
DE2,1,Bayern,28500,2001
DE2,1,Bayern,29300,2002
DE2,1,Bayern,29100,2003
DE2,1,Bayern,30600,2004
DE2,1,Bayern,31300,2005
DE2,1,Bayern,32600,2006
DE2,1,Bayern,34500,2007
DE2,1,Bayern,34000,2008
DE2,1,Bayern,32400,2009
DE2,1,Bayern,34600,2010
DE2,1,Bayern,37000,2011
DE2,1,Bayern,38000,2012
DE2,1,Bayern,38400,2013
DE2,1,Bayern,40000,2014
DE2,1,Bayern,41600,2015
DE2,1,Bayern,41700,2016
DE2,1,Bayern,43200,2017
DE21,2,Oberbayern,35900,2000
DE21,2,Oberbayern,37300,2001
DE21,2,Oberbayern,38000,2002
DE21,2,Oberbayern,37500,2003
DE21,2,Oberbayern,39500,2004
DE21,2,Oberbayern,40300,2005
DE21,2,Oberbayern,41700,2006
DE21,2,Oberbayern,44100,2007
DE21,2,Oberbayern,42500,2008
DE21,2,Oberbayern,40500,2009
DE21,2,Oberbayern,42800,2010
DE21,2,Oberbayern,45800,2011
DE21,2,Oberbayern,47000,2012
DE21,2,Oberbayern,47700,2013
DE21,2,Oberbayern,49400,2014
DE21,2,Oberbayern,51400,2015
DE21,2,Oberbayern,51500,2016
DE21,2,Oberbayern,53000,2017
DE22,2,Niederbayern,21700,2000
DE22,2,Niederbayern,23100,2001
DE22,2,Niederbayern,23600,2002
DE22,2,Niederbayern,23500,2003
DE22,2,Niederbayern,25000,2004
DE22,2,Niederbayern,25600,2005
DE22,2,Niederbayern,26500,2006
DE22,2,Niederbayern,28300,2007
DE22,2,Niederbayern,28200,2008
DE22,2,Niederbayern,26800,2009
DE22,2,Niederbayern,29600,2010
DE22,2,Niederbayern,31700,2011
DE22,2,Niederbayern,31800,2012
DE22,2,Niederbayern,32200,2013
DE22,2,Niederbayern,33800,2014
DE22,2,Niederbayern,35200,2015
DE22,2,Niederbayern,35100,2016
DE22,2,Niederbayern,36400,2017
DE23,2,Oberpfalz,23000,2000
DE23,2,Oberpfalz,23300,2001
DE23,2,Oberpfalz,24200,2002
DE23,2,Oberpfalz,24300,2003
DE23,2,Oberpfalz,25400,2004
DE23,2,Oberpfalz,26300,2005
DE23,2,Oberpfalz,27300,2006
DE23,2,Oberpfalz,29500,2007
DE23,2,Oberpfalz,29800,2008
DE23,2,Oberpfalz,28100,2009
DE23,2,Oberpfalz,30700,2010
DE23,2,Oberpfalz,32800,2011
DE23,2,Oberpfalz,33600,2012
DE23,2,Oberpfalz,34000,2013
DE23,2,Oberpfalz,35800,2014
DE23,2,Oberpfalz,37300,2015
DE23,2,Oberpfalz,37600,2016
DE23,2,Oberpfalz,38800,2017
DE24,2,Oberfranken,21100,2000
DE24,2,Oberfranken,22000,2001
DE24,2,Oberfranken,22200,2002
DE24,2,Oberfranken,22000,2003
DE24,2,Oberfranken,23200,2004
DE24,2,Oberfranken,23600,2005
DE24,2,Oberfranken,25000,2006
DE24,2,Oberfranken,26200,2007
DE24,2,Oberfranken,26100,2008
DE24,2,Oberfranken,25500,2009
DE24,2,Oberfranken,27200,2010
DE24,2,Oberfranken,29100,2011
DE24,2,Oberfranken,29900,2012
DE24,2,Oberfranken,30100,2013
DE24,2,Oberfranken,31500,2014
DE24,2,Oberfranken,33000,2015
DE24,2,Oberfranken,33400,2016
DE24,2,Oberfranken,34700,2017
DE25,2,Mittelfranken,26400,2000
DE25,2,Mittelfranken,26400,2001
DE25,2,Mittelfranken,27500,2002
DE25,2,Mittelfranken,27500,2003
DE25,2,Mittelfranken,29300,2004
DE25,2,Mittelfranken,29300,2005
DE25,2,Mittelfranken,30400,2006
DE25,2,Mittelfranken,32100,2007
DE25,2,Mittelfranken,32400,2008
DE25,2,Mittelfranken,31100,2009
DE25,2,Mittelfranken,32900,2010
DE25,2,Mittelfranken,34900,2011
DE25,2,Mittelfranken,36000,2012
DE25,2,Mittelfranken,36100,2013
DE25,2,Mittelfranken,37600,2014
DE25,2,Mittelfranken,39100,2015
DE25,2,Mittelfranken,39100,2016
DE25,2,Mittelfranken,40600,2017
DE26,2,Unterfranken,23300,2000
DE26,2,Unterfranken,24500,2001
DE26,2,Unterfranken,25100,2002
DE26,2,Unterfranken,25200,2003
DE26,2,Unterfranken,26200,2004
DE26,2,Unterfranken,27400,2005
DE26,2,Unterfranken,28300,2006
DE26,2,Unterfranken,30000,2007
DE26,2,Unterfranken,29700,2008
DE26,2,Unterfranken,27700,2009
DE26,2,Unterfranken,30000,2010
DE26,2,Unterfranken,32500,2011
DE26,2,Unterfranken,33200,2012
DE26,2,Unterfranken,33300,2013
DE26,2,Unterfranken,34300,2014
DE26,2,Unterfranken,35900,2015
DE26,2,Unterfranken,35800,2016
DE26,2,Unterfranken,37600,2017
DE27,2,Schwaben,23300,2000
DE27,2,Schwaben,24200,2001
DE27,2,Schwaben,25200,2002
DE27,2,Schwaben,24900,2003
DE27,2,Schwaben,26000,2004
DE27,2,Schwaben,26700,2005
DE27,2,Schwaben,28100,2006
DE27,2,Schwaben,29100,2007
DE27,2,Schwaben,29400,2008
DE27,2,Schwaben,27700,2009
DE27,2,Schwaben,29700,2010
DE27,2,Schwaben,31700,2011
DE27,2,Schwaben,32800,2012
DE27,2,Schwaben,33000,2013
DE27,2,Schwaben,34200,2014
DE27,2,Schwaben,35600,2015
DE27,2,Schwaben,35700,2016
DE27,2,Schwaben,36900,2017
DE3,1,Berlin,24000,2000
DE3,1,Berlin,24500,2001
DE3,1,Berlin,24700,2002
DE3,1,Berlin,24700,2003
DE3,1,Berlin,25300,2004
DE3,1,Berlin,26100,2005
DE3,1,Berlin,27100,2006
DE3,1,Berlin,28600,2007
DE3,1,Berlin,29300,2008
DE3,1,Berlin,28500,2009
DE3,1,Berlin,30000,2010
DE3,1,Berlin,31300,2011
DE3,1,Berlin,31500,2012
DE3,1,Berlin,31500,2013
DE3,1,Berlin,32800,2014
DE3,1,Berlin,34400,2015
DE3,1,Berlin,34500,2016
DE3,1,Berlin,35500,2017
DE30,2,Berlin,24000,2000
DE30,2,Berlin,24500,2001
DE30,2,Berlin,24700,2002
DE30,2,Berlin,24700,2003
DE30,2,Berlin,25300,2004
DE30,2,Berlin,26100,2005
DE30,2,Berlin,27100,2006
DE30,2,Berlin,28600,2007
DE30,2,Berlin,29300,2008
DE30,2,Berlin,28500,2009
DE30,2,Berlin,30000,2010
DE30,2,Berlin,31300,2011
DE30,2,Berlin,31500,2012
DE30,2,Berlin,31500,2013
DE30,2,Berlin,32800,2014
DE30,2,Berlin,34400,2015
DE30,2,Berlin,34500,2016
DE30,2,Berlin,35500,2017
DE4,1,Brandenburg,16100,2000
DE4,1,Brandenburg,16600,2001
DE4,1,Brandenburg,17000,2002
DE4,1,Brandenburg,17300,2003
DE4,1,Brandenburg,18200,2004
DE4,1,Brandenburg,18700,2005
DE4,1,Brandenburg,19700,2006
DE4,1,Brandenburg,20800,2007
DE4,1,Brandenburg,21200,2008
DE4,1,Brandenburg,20300,2009
DE4,1,Brandenburg,21600,2010
DE4,1,Brandenburg,22500,2011
DE4,1,Brandenburg,23000,2012
DE4,1,Brandenburg,23400,2013
DE4,1,Brandenburg,24400,2014
DE4,1,Brandenburg,25600,2015
DE4,1,Brandenburg,26100,2016
DE4,1,Brandenburg,26000,2017
DE40,2,Brandenburg,16100,2000
DE40,2,Brandenburg,16600,2001
DE40,2,Brandenburg,17000,2002
DE40,2,Brandenburg,17300,2003
DE40,2,Brandenburg,18200,2004
DE40,2,Brandenburg,18700,2005
DE40,2,Brandenburg,19700,2006
DE40,2,Brandenburg,20800,2007
DE40,2,Brandenburg,21200,2008
DE40,2,Brandenburg,20300,2009
DE40,2,Brandenburg,21600,2010
DE40,2,Brandenburg,22500,2011
DE40,2,Brandenburg,23000,2012
DE40,2,Brandenburg,23400,2013
DE40,2,Brandenburg,24400,2014
DE40,2,Brandenburg,25600,2015
DE40,2,Brandenburg,26100,2016
DE40,2,Brandenburg,26000,2017
DE5,1,Bremen,31600,2000
DE5,1,Bremen,33000,2001
DE5,1,Bremen,34200,2002
DE5,1,Bremen,35200,2003
DE5,1,Bremen,36300,2004
DE5,1,Bremen,37200,2005
DE5,1,Bremen,39100,2006
DE5,1,Bremen,40900,2007
DE5,1,Bremen,40700,2008
DE5,1,Bremen,36100,2009
DE5,1,Bremen,38900,2010
DE5,1,Bremen,40600,2011
DE5,1,Bremen,42400,2012
DE5,1,Bremen,42400,2013
DE5,1,Bremen,43800,2014
DE5,1,Bremen,45800,2015
DE5,1,Bremen,45200,2016
DE5,1,Bremen,46500,2017
DE50,2,Bremen,31600,2000
DE50,2,Bremen,33000,2001
DE50,2,Bremen,34200,2002
DE50,2,Bremen,35200,2003
DE50,2,Bremen,36300,2004
DE50,2,Bremen,37200,2005
DE50,2,Bremen,39100,2006
DE50,2,Bremen,40900,2007
DE50,2,Bremen,40700,2008
DE50,2,Bremen,36100,2009
DE50,2,Bremen,38900,2010
DE50,2,Bremen,40600,2011
DE50,2,Bremen,42400,2012
DE50,2,Bremen,42400,2013
DE50,2,Bremen,43800,2014
DE50,2,Bremen,45800,2015
DE50,2,Bremen,45200,2016
DE50,2,Bremen,46500,2017
DE6,1,Hamburg,43400,2000
DE6,1,Hamburg,45900,2001
DE6,1,Hamburg,46900,2002
DE6,1,Hamburg,47400,2003
DE6,1,Hamburg,49500,2004
DE6,1,Hamburg,50900,2005
DE6,1,Hamburg,51600,2006
DE6,1,Hamburg,53600,2007
DE6,1,Hamburg,53900,2008
DE6,1,Hamburg,50600,2009
DE6,1,Hamburg,52800,2010
DE6,1,Hamburg,53600,2011
DE6,1,Hamburg,54500,2012
DE6,1,Hamburg,55800,2013
DE6,1,Hamburg,57500,2014
DE6,1,Hamburg,59500,2015
DE6,1,Hamburg,58300,2016
DE6,1,Hamburg,60600,2017
DE60,2,Hamburg,43400,2000
DE60,2,Hamburg,45900,2001
DE60,2,Hamburg,46900,2002
DE60,2,Hamburg,47400,2003
DE60,2,Hamburg,49500,2004
DE60,2,Hamburg,50900,2005
DE60,2,Hamburg,51600,2006
DE60,2,Hamburg,53600,2007
DE60,2,Hamburg,53900,2008
DE60,2,Hamburg,50600,2009
DE60,2,Hamburg,52800,2010
DE60,2,Hamburg,53600,2011
DE60,2,Hamburg,54500,2012
DE60,2,Hamburg,55800,2013
DE60,2,Hamburg,57500,2014
DE60,2,Hamburg,59500,2015
DE60,2,Hamburg,58300,2016
DE60,2,Hamburg,60600,2017
DE7,1,Hessen,30000,2000
DE7,1,Hessen,31300,2001
DE7,1,Hessen,31600,2002
DE7,1,Hessen,32600,2003
DE7,1,Hessen,33800,2004
DE7,1,Hessen,34300,2005
DE7,1,Hessen,35500,2006
DE7,1,Hessen,37300,2007
DE7,1,Hessen,37100,2008
DE7,1,Hessen,34500,2009
DE7,1,Hessen,36200,2010
DE7,1,Hessen,37700,2011
DE7,1,Hessen,38000,2012
DE7,1,Hessen,38300,2013
DE7,1,Hessen,40100,2014
DE7,1,Hessen,41500,2015
DE7,1,Hessen,41300,2016
DE7,1,Hessen,42100,2017
DE71,2,Darmstadt,35200,2000
DE71,2,Darmstadt,36700,2001
DE71,2,Darmstadt,36900,2002
DE71,2,Darmstadt,38100,2003
DE71,2,Darmstadt,39400,2004
DE71,2,Darmstadt,39900,2005
DE71,2,Darmstadt,41300,2006
DE71,2,Darmstadt,43200,2007
DE71,2,Darmstadt,42800,2008
DE71,2,Darmstadt,39800,2009
DE71,2,Darmstadt,41600,2010
DE71,2,Darmstadt,43100,2011
DE71,2,Darmstadt,43400,2012
DE71,2,Darmstadt,43700,2013
DE71,2,Darmstadt,45600,2014
DE71,2,Darmstadt,47100,2015
DE71,2,Darmstadt,46600,2016
DE71,2,Darmstadt,47300,2017
DE72,2,Gießen,21500,2000
DE72,2,Gießen,22200,2001
DE72,2,Gießen,22600,2002
DE72,2,Gießen,23000,2003
DE72,2,Gießen,24200,2004
DE72,2,Gießen,24800,2005
DE72,2,Gießen,25600,2006
DE72,2,Gießen,27300,2007
DE72,2,Gießen,27700,2008
DE72,2,Gießen,25000,2009
DE72,2,Gießen,26300,2010
DE72,2,Gießen,27600,2011
DE72,2,Gießen,27900,2012
DE72,2,Gießen,28000,2013
DE72,2,Gießen,29200,2014
DE72,2,Gießen,30300,2015
DE72,2,Gießen,30800,2016
DE72,2,Gießen,31300,2017
DE73,2,Kassel,22100,2000
DE73,2,Kassel,22900,2001
DE73,2,Kassel,23500,2002
DE73,2,Kassel,24500,2003
DE73,2,Kassel,25200,2004
DE73,2,Kassel,25500,2005
DE73,2,Kassel,26600,2006
DE73,2,Kassel,28000,2007
DE73,2,Kassel,27800,2008
DE73,2,Kassel,26200,2009
DE73,2,Kassel,28000,2010
DE73,2,Kassel,29200,2011
DE73,2,Kassel,29700,2012
DE73,2,Kassel,30300,2013
DE73,2,Kassel,31900,2014
DE73,2,Kassel,33100,2015
DE73,2,Kassel,33000,2016
DE73,2,Kassel,34500,2017
DE8,1,Mecklenburg-Vorpommern,15300,2000
DE8,1,Mecklenburg-Vorpommern,15800,2001
DE8,1,Mecklenburg-Vorpommern,16200,2002
DE8,1,Mecklenburg-Vorpommern,16600,2003
DE8,1,Mecklenburg-Vorpommern,17300,2004
DE8,1,Mecklenburg-Vorpommern,17700,2005
DE8,1,Mecklenburg-Vorpommern,18400,2006
DE8,1,Mecklenburg-Vorpommern,19800,2007
DE8,1,Mecklenburg-Vorpommern,20100,2008
DE8,1,Mecklenburg-Vorpommern,19600,2009
DE8,1,Mecklenburg-Vorpommern,20500,2010
DE8,1,Mecklenburg-Vorpommern,21500,2011
DE8,1,Mecklenburg-Vorpommern,21800,2012
DE8,1,Mecklenburg-Vorpommern,22300,2013
DE8,1,Mecklenburg-Vorpommern,23000,2014
DE8,1,Mecklenburg-Vorpommern,24000,2015
DE8,1,Mecklenburg-Vorpommern,24400,2016
DE8,1,Mecklenburg-Vorpommern,25000,2017
DE80,2,Mecklenburg-Vorpommern,15300,2000
DE80,2,Mecklenburg-Vorpommern,15800,2001
DE80,2,Mecklenburg-Vorpommern,16200,2002
DE80,2,Mecklenburg-Vorpommern,16600,2003
DE80,2,Mecklenburg-Vorpommern,17300,2004
DE80,2,Mecklenburg-Vorpommern,17700,2005
DE80,2,Mecklenburg-Vorpommern,18400,2006
DE80,2,Mecklenburg-Vorpommern,19800,2007
DE80,2,Mecklenburg-Vorpommern,20100,2008
DE80,2,Mecklenburg-Vorpommern,19600,2009
DE80,2,Mecklenburg-Vorpommern,20500,2010
DE80,2,Mecklenburg-Vorpommern,21500,2011
DE80,2,Mecklenburg-Vorpommern,21800,2012
DE80,2,Mecklenburg-Vorpommern,22300,2013
DE80,2,Mecklenburg-Vorpommern,23000,2014
DE80,2,Mecklenburg-Vorpommern,24000,2015
DE80,2,Mecklenburg-Vorpommern,24400,2016
DE80,2,Mecklenburg-Vorpommern,25000,2017
DE9,1,Niedersachsen,21800,2000
DE9,1,Niedersachsen,22200,2001
DE9,1,Niedersachsen,22200,2002
DE9,1,Niedersachsen,22400,2003
DE9,1,Niedersachsen,23400,2004
DE9,1,Niedersachsen,24200,2005
DE9,1,Niedersachsen,25300,2006
DE9,1,Niedersachsen,26700,2007
DE9,1,Niedersachsen,27000,2008
DE9,1,Niedersachsen,25200,2009
DE9,1,Niedersachsen,27200,2010
DE9,1,Niedersachsen,29000,2011
DE9,1,Niedersachsen,29700,2012
DE9,1,Niedersachsen,29600,2013
DE9,1,Niedersachsen,30500,2014
DE9,1,Niedersachsen,31800,2015
DE9,1,Niedersachsen,31500,2016
DE9,1,Niedersachsen,34100,2017
DE91,2,Braunschweig,24100,2000
DE91,2,Braunschweig,24900,2001
DE91,2,Braunschweig,24200,2002
DE91,2,Braunschweig,24700,2003
DE91,2,Braunschweig,26000,2004
DE91,2,Braunschweig,27100,2005
DE91,2,Braunschweig,28100,2006
DE91,2,Braunschweig,30200,2007
DE91,2,Braunschweig,29800,2008
DE91,2,Braunschweig,27100,2009
DE91,2,Braunschweig,30600,2010
DE91,2,Braunschweig,33600,2011
DE91,2,Braunschweig,34400,2012
DE91,2,Braunschweig,34600,2013
DE91,2,Braunschweig,36100,2014
DE91,2,Braunschweig,37700,2015
DE91,2,Braunschweig,34800,2016
DE91,2,Braunschweig,42200,2017
DE92,2,Hannover,23900,2000
DE92,2,Hannover,24200,2001
DE92,2,Hannover,24700,2002
DE92,2,Hannover,24800,2003
DE92,2,Hannover,25600,2004
DE92,2,Hannover,27100,2005
DE92,2,Hannover,28500,2006
DE92,2,Hannover,29300,2007
