Year,RegionCode,RegionName,GDPPerHead,GDPTotal,NUTSLevel,IncomePerHead,IncomeTotal,Population,CountryOrOtherGrouping
2008,AT32,Salzburg,37500,19722900000,2,23314,12261810000,525944,EU15
2008,AT33,Tirol,33400,23366239200,2,22319,15614160000,699588,EU15
2008,AT34,Vorarlberg,34000,12429652000,2,24326,8892950000,365578,EU15
2008,ATZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU15
2008,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,55400,58086401400,2,20213,21193400000,1048491,EU15
2008,BE21,Prov. Antwerpen,35500,60907598500,2,22996,39454310000,1715707,EU15
2008,BE22,Prov. Limburg (BE),24900,20584581000,2,20739,17144400000.000002,826690,EU15
2008,BE23,Prov. Oost-Vlaanderen,26600,37465674400,2,23759,33464030000,1408484,EU15
2008,BE24,Prov. Vlaams-Brabant,31200,33079238400,2,27393,29042990000,1060232,EU15
2008,BE25,Prov. West-Vlaanderen,28200,32443733400,2,21899,25194620000,1150487,EU15
2008,BE31,Prov. Brabant wallon,32800,12250537600,2,25228,9422430000,373492,EU15
2008,BE32,Prov. Hainaut,19900,25871930300,2,16847,21902190000,1300097,EU15
2008,BE33,Prov. Liège,22100,23287256200,2,18192,19169130000,1053722,EU15
2008,BE34,Prov. Luxembourg (BE),20000,5281680000,2,19814,5232600000,264084,EU15
2008,BE35,Prov. Namur,21100,9819518000,2,19563,9104350000,465380,EU15
2008,BEZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU15
2008,DE11,Stuttgart,38400,153872448000,2,25714,103037410000,4007095,EU15
2008,DE12,Karlsruhe,35000,95874590000,2,23837,65296950000,2739274,EU15
2008,DE13,Freiburg,29500,64794095000,2,22674,49801860000,2196410,EU15
2008,DE14,Tübingen,32500,58726720000,2,23820,43041390000,1806976,EU15
2008,DE21,Oberbayern,42300,182458765800,2,29230,126083800000,4313446,EU15
2008,DE22,Niederbayern,28000,33435864000,2,21503,25677240000,1194138,EU15
2008,DE23,Oberpfalz,29600,32165846400,2,21409,23264580000,1086684,EU15
2008,DE24,Oberfranken,26000,28309970000,2,21298,23190230000,1088845,EU15
2008,DE25,Mittelfranken,32200,55194760600,2,23875,40924550000,1714123,EU15
2008,DE26,Unterfranken,29500,39375626500,2,22156,29572660000,1334767,EU15
2008,DE27,Schwaben,29200,52219206800,2,23306,41679310000,1788329,EU15
2008,DE30,Berlin,29100,99413020500,2,17471,59684790000,3416255,EU15
2008,DE40,Brandenburg,21100,53504050700,2,16654,42230490000,2535737,EU15
2008,DE50,Bremen,40400,26788512800,2,21003,13926680000,663082,EU15
2008,DE60,Hamburg,53600,94905714400,2,24888,44066910000,1770629,EU15
2008,DE71,Darmstadt,42700,161415906400,2,25490,96358340000,3780232,EU15
2008,DE72,Gießen,27500,28964622500,2,20356,21440320000,1053259,EU15
2008,DE73,Kassel,27600,34198166400,2,19003,23545840000,1239064,EU15
2008,DE80,Mecklenburg-Vorpommern,20000,33593640000,2,14830,24909640000,1679682,EU15
2008,DE91,Braunschweig,29600,48346212800,2,19259,31456770000,1633318,EU15
2008,DE92,Hannover,29600,63842493600,2,19904,42929010000,2156841,EU15
2008,DE93,Lüneburg,20800,35383545600,2,20575,35000080000,1701132,EU15
2008,DE94,Weser-Ems,26700,66226493100,2,18848,46749990000,2480393,EU15
2008,DEA1,Düsseldorf,34800,181248422400,2,21910,114112930000,5208288,EU15
2008,DEA2,Köln,33300,146222364600,2,22144,97236380000,4391062,EU15
2008,DEA3,Münster,26600,69542002600,2,19969,52205540000,2614361,EU15
2008,DEA4,Detmold,28700,59098982600,2,21384,44033190000,2059198,EU15
2008,DEA5,Arnsberg,27100,100912595200,2,20459,76185170000,3723712,EU15
2008,DEB1,Koblenz,25200,37999558800,2,21460,32360270000,1507919,EU15
2008,DEB2,Trier,23300,12022147600,2,21604,11146990000,515972,EU15
2008,DEB3,Rheinhessen-Pfalz,28200,57013406400,2,22667,45826900000,2021752,EU15
2008,DEC0,Saarland,29700,30786960600,2,18815,19503550000,1036598,EU15
2008,DED2,Dresden,22200,36557095200,2,15404,25365960000,1646716,EU15
2008,DED4,Chemnitz,20500,29621536500,2,15818,22856860000,1444953,EU15
2008,DED5,Leipzig,23100,22324625400,2,16034,15495600000,966434,EU15
2008,DEE0,Sachsen-Anhalt,20600,49696923200,2,14296,34489780000,2412472,EU15
2008,DEF0,Schleswig-Holstein,25400,72069274200,2,20911,59331330000,2837373,EU15
2008,DEG0,Thüringen,20200,46242223800,2,15364,35170740000,2289219,EU15
2008,DK01,Hovedstaden,39500,65010087500,2,20822,34268670000,1645825,EU15
2008,DK02,Sjælland,21900,17945451300,2,17587,14411460000,819427,EU15
2008,DK03,Syddanmark,29200,34884042800,2,17173,20515610000,1194659,EU15
2008,DK04,Midtjylland,29800,36863821800,2,18060,22341080000,1237041,EU15
2008,DK05,Nordjylland,28000,16207492000,2,16661,9643830000,578839,EU15
2008,EL51,"Anatoliki Makedonia, Thraki",17400,10534151400,2,12447,7535710000,605411,EU15
2008,EL52,Kentriki Makedonia,19500,37165128000,2,14108,26887690000,1905904,EU15
2008,EL53,Dytiki Makedonia,18700,5361215200,2,13857,3972860000,286696,EU15
2008,EL54,Ipeiros,16700,5751647000,2,13248,4562720000,344410,EU15
2008,EL61,Thessalia,18300,13613717700,2,14757,10977830000,743919,EU15
2008,EL62,Ionia Nisia,24300,5042444400,2,14059,2917320000,207508,EU15
2008,EL63,Dytiki Ellada,18300,12691946700,2,13487,9353850000,693549,EU15
2008,EL64,Sterea Ellada,21800,12111578600,2,13781,7656590000,555577,EU15
2008,EL65,Peloponnisos,19200,11249126400,2,13742,8051230000,585892,EU15
2008,EL30,Attiki,32600,130097700200,2,19381,77342580000,3990727,EU15
2008,EL41,Voreio Aigaio,19700,3913897500,2,14015,2784440000,198675,EU15
2008,EL42,Notio Aigaio,27600,9094890000,2,15094,4973730000,329525,EU15
2008,EL43,Kriti,21400,13121281600,2,14276,8753030000,613144,EU15
2008,ES11,Galicia,23000,63359618000,2,14669,40408860000,2754766,EU15
2008,ES12,Principado de Asturias,24200,25920111800,2,15867,16995150000.000002,1071079,EU15
2008,ES13,Cantabria,24800,14316221600,2,16915,9764480000,577267,EU15
2008,ES21,País Vasco,33600,72556344000,2,21947,47393620000,2159415,EU15
2008,ES22,Comunidad Foral de Navarra,32400,19981404000,2,21590,13314900000,616710,EU15
2008,ES23,La Rioja,28200,8916755400,2,18055,5709030000,316197,EU15
2008,ES24,Aragón,28600,37907183600,2,18660,24732540000,1325426,EU15
2008,ES30,Comunidad de Madrid,34900,217293856500,2,22798,141944870000,6226185,EU15
2008,ES41,Castilla y León,24200,61509624000,2,15923,40470760000,2541720,EU15
2008,ES42,Castilla-la Mancha,21200,43075008000,2,14001,28448170000,2031840,EU15
2008,ES43,Extremadura,18200,19831721000,2,11886,12951950000,1089655,EU15
2008,ES51,Cataluña,30700,224452182200,2,20123,147122770000,7311146,EU15
2008,ES52,Comunidad Valenciana,23600,116303042000,2,15291,75355450000,4928095,EU15
2008,ES53,Illes Balears,28400,29617138800,2,18505,19298260000,1042857,EU15
2008,ES61,Andalucía,20200,163995114000,2,12899,104721680000,8118570,EU15
2008,ES62,Región de Murcia,22100,31372342300,2,14145,20080150000,1419563,EU15
2008,ES63,Ciudad Autónoma de Ceuta (ES),22400,1685600000,2,15370,1156570000,75250,EU15
2008,ES64,Ciudad Autónoma de Melilla (ES),21200,1510372800,2,14453,1029710000,71244,EU15
2008,ES70,Canarias (ES),22900,45615746600,2,14601,29084290000,1991954,EU15
2008,ESZZ,Extra-Regio NUTS 2,0,0,2,0,618370000,0,EU15
2008,FI19,Länsi-Suomi,28500,38320102500,2,16832,22632190000,1344565,EU15
2008,FI1B,Helsinki-Uusimaa,42400,62909685600,2,22760,33769629999.999996,1483719,EU15
2008,FI1C,Etelä-Suomi,28300,32494286400,2,17009,19529960000,1148208,EU15
2008,FI1D,Pohjois- ja Itä-Suomi,25600,33199078400,2,15199,19710910000,1296839,EU15
2008,FI20,Åland,34600,939493800,2,21998,597300000,27153,EU15
2008,FR10,Île de France,45600,531662256000,2,26490,308858560000,11659260,EU15
2008,FRB0,Centre - Val de Loire,0,0,2,18271,46253670000,2531588,EU15
2008,FRC1,Bourgogne,0,0,2,17364,28451830000,1638588,EU15
2008,FRC2,Franche-Comté,0,0,2,17258,20087650000,1163931,EU15
2008,FRD1,Basse-Normandie,0,0,2,16737,24560070000,1467425,EU15
2008,FRD2,Haute-Normandie,0,0,2,18178,33187830000,1825667,EU15
2008,FRE1,Nord-Pas-de-Calais,0,0,2,16042,64560620000,4024490,EU15
2008,FRE2,Picardie,0,0,2,17912,34151680000,1906601,EU15
2008,FRF1,Alsace,0,0,2,19144,35169210000,1837087,EU15
2008,FRF2,Champagne-Ardenne,0,0,2,17094,22872140000,1338004,EU15
2008,FRF3,Lorraine,0,0,2,16876,39597200000,2346361,EU15
2008,FRG0,Pays-de-la-Loire,0,0,2,17548,61594970000,3510170,EU15
2008,FRH0,Bretagne,0,0,2,17378,54735640000,3149701,EU15
2008,FRI1,Aquitaine,0,0,2,17941,57010080000,3177625,EU15
2008,FRI2,Limousin,0,0,2,16765,12418510000,740743,EU15
2008,FRI3,Poitou-Charentes,0,0,2,16884,29592630000,1752708,EU15
2008,FRJ1,Languedoc-Roussillon,0,0,2,15947,41170100000,2581718,EU15
2008,FRJ2,Midi-Pyrénées,0,0,2,17714,50277140000,2838228,EU15
2008,FRK1,Auvergne,0,0,2,17229,23119050000,1341863,EU15
2008,FRK2,Rhône-Alpes,0,0,2,19534,119496830000,6117229,EU15
2008,FRL0,Provence-Alpes-Côte d'Azur,0,0,2,18201,88873580000,4882913,EU15
2008,FRM0,Corse,0,0,2,16418,4974040000,302966,EU15
2008,FRY1,Guadeloupe,0,0,2,14146,5973600000,422290,EU15
2008,FRY2,Martinique,0,0,2,14281,5679520000,397693,EU15
2008,FRY3,Guyane,0,0,2,10223,2241570000,219266,EU15
2008,FRY4,La Réunion,0,0,2,13805,11157920000,808250,EU15
2008,FRY5,Mayotte,0,0,2,4310,964220000,223713,EU15
2008,FRZZ,Extra-Regio NUTS 2,0,0,2,0,924190000,0,EU15
2008,FR21,Champagne-Ardenne,24800,33182499200,2,0,0,1338004,EU15
2008,FR22,Picardie,21500,40991921500,2,0,0,1906601,EU15
2008,FR23,Haute-Normandie,24200,44181141400,2,0,0,1825667,EU15
2008,FR24,Centre (FR),23300,58986000400,2,0,0,2531588,EU15
2008,FR25,Basse-Normandie,22500,33017062500,2,0,0,1467425,EU15
2008,FR26,Bourgogne,23900,39162253200,2,0,0,1638588,EU15
2008,FR30,Nord - Pas-de-Calais,22700,91355923000,2,0,0,4024490,EU15
2008,FR41,Lorraine,21800,51150669800,2,0,0,2346361,EU15
2008,FR42,Alsace,26200,48131679400,2,0,0,1837087,EU15
2008,FR43,Franche-Comté,22400,26072054400,2,0,0,1163931,EU15
2008,FR51,Pays de la Loire,25000,87754250000,2,0,0,3510170,EU15
2008,FR52,Bretagne,23500,74017973500,2,0,0,3149701,EU15
2008,FR53,Poitou-Charentes,22000,38559576000,2,0,0,1752708,EU15
2008,FR61,Aquitaine,24200,76898525000,2,0,0,3177625,EU15
2008,FR62,Midi-Pyrénées,24500,69536586000,2,0,0,2838228,EU15
2008,FR63,Limousin,21300,15777825900,2,0,0,740743,EU15
2008,FR71,Rhône-Alpes,28100,171894134900,2,0,0,6117229,EU15
2008,FR72,Auvergne,22400,30057731200,2,0,0,1341863,EU15
2008,FR81,Languedoc-Roussillon,21500,55506937000,2,0,0,2581718,EU15
2008,FR82,Provence-Alpes-Côte d'Azur,25500,124514281500,2,0,0,4882913,EU15
2008,FR83,Corse,21900,6634955400,2,0,0,302966,EU15
2008,FRA1,Guadeloupe,18300,7852255500,2,0,0,429085,EU15
2008,FRA2,Martinique,18700,7436859100,2,0,0,397693,EU15
2008,FRA3,Guyane,13400,2938164400,2,0,0,219266,EU15
2008,FRA4,La Réunion,17600,14225200000,2,0,0,808250,EU15
2008,FRA5,Mayotte,7000,1612205000,2,0,0,230315,EU15
2008,ITC1,Piemonte,29600,128229242400,2,22886,99142980000,4332069,EU15
2008,ITC2,Valle d'Aosta/Vallée d'Aoste,37800,4745790000,2,23140,2905270000,125550,EU15
2008,ITC3,Liguria,30900,48615989700,2,21888,34436640000,1573333,EU15
2008,ITC4,Lombardia,36900,349437132900,2,26364,249663880000,9469841,EU15
2008,ITH1,Provincia Autonoma di Bolzano/Bozen,39600,19405386000,2,27048,13254700000,490035,EU15
2008,ITH2,Provincia Autonoma di Trento,35700,18175191300,2,23841,12137690000,509109,EU15
2008,ITH3,Veneto,30500,145891351500,2,21826,104402130000,4783323,EU15
2008,ITH4,Friuli-Venezia Giulia,29400,35701772400,2,22109,26848030000,1214346,EU15
2008,ITH5,Emilia-Romagna,33500,141455458500,2,25108,106020430000,4222551,EU15
2008,ITI1,Toscana,29200,105563460400,2,21434,77489570000,3615187,EU15
2008,ITI2,Umbria,26700,23147031000,2,19758,17128640000,866930,EU15
2008,ITI3,Marche,26600,40465037200,2,19472,29621260000,1521242,EU15
2008,ITI4,Lazio,35000,186990545000,2,22899,122338770000,5342587,EU15
2008,ITF1,Abruzzo,23700,30762386700,2,17000,22065760000,1297991,EU15
2008,ITF2,Molise,21900,6956644500,2,15363,4880010000,317655,EU15
2008,ITF3,Campania,18600,106955226600,2,13796,79333150000,5750281,EU15
2008,ITF4,Puglia,17500,70710920000,2,13537,54699940000,4040624,EU15
2008,ITF5,Basilicata,20700,12106829700,2,14052,8218340000,584871,EU15
2008,ITF6,Calabria,17300,34151203400,2,12667,25004950000,1974058,EU15
2008,ITG1,Sicilia,18100,90165620600,2,13418,66844429999.99999,4981526,EU15
2008,ITG2,Sardegna,20500,33615203000,2,14648,24018790000,1639766,EU15
2008,ITZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU15
2008,LU00,Luxembourg,68400,33091851600,2,27889,13492850000,483799,EU15
2008,NL11,Groningen,44100,25289541900,2,18646,10692500000,573459,EU15
2008,NL12,Friesland (NL),25900,16658595100,2,19662,12646530000,643189,EU15
2008,NL13,Drenthe,27600,13472526000,2,20119,9820900000,488135,EU15
2008,NL21,Overijssel,29800,33375821200,2,20190,22612850000,1119994,EU15
2008,NL22,Gelderland,30300,60111230700,2,21767,43183840000,1983869,EU15
2008,NL23,Flevoland,28200,10679001600,2,22011,8335370000.000001,378688,EU15
2008,NL31,Utrecht,44800,53820480000,2,25689,30861350000,1201350,EU15
2008,NL32,Noord-Holland,45400,119227800200,2,24946,65511690000,2626163,EU15
2008,NL33,Zuid-Holland,38800,134303678000,2,23458,81198570000,3461435,EU15
2008,NL34,Zeeland,28400,10808614000,2,20647,7858080000,380585,EU15
2008,NL41,Noord-Brabant,35100,85111427700,2,22392,54296030000,2424827,EU15
2008,NL42,Limburg (NL),30200,33935891000,2,19108,21471870000,1123705,EU15
2008,NLZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU15
2008,PT11,Norte,16900,62864163700,2,10807,40199710000,3719773,EU15
2008,PT15,Algarve,22300,9690598800,2,14873,6463260000,434556,EU15
2008,PT16,Centro (PT),17600,41289265600,2,11600,27213740000,2345981,EU15
2008,PT17,Área Metropolitana de Lisboa,30100,83547817500,2,17735,49226210000,2775675,EU15
2008,PT18,Alentejo,19100,14659918500,2,11992,9204050000,767535,EU15
2008,PT20,Região Autónoma dos Açores (PT),19000,4681087000,2,13303,3277610000,246373,EU15
2008,PT30,Região Autónoma da Madeira (PT),20900,5506021400,2,13554,3570800000,263446,EU15
2008,SE11,Stockholm,45600,88897929600,2,23704,46211180000,1949516,EU15
2008,SE12,Östra Mellansverige,28700,44040982300,2,17804,27320980000,1534529,EU15
2008,SE21,Småland med öarna,29200,23516307600,2,17760,14302720000,805353,EU15
2008,SE22,Sydsverige,28900,39051327300,2,18320,24754920000,1351257,EU15
2008,SE23,Västsverige,32300,59389719300,2,19146,35202750000,1838691,EU15
2008,SE31,Norra Mellansverige,27600,22770000000,2,16785,13847480000,825000,EU15
2008,SE32,Mellersta Norrland,29200,10815271200,2,16861,6245060000,370386,EU15
2008,SE33,Övre Norrland,31300,15906503500,2,16865,8570889999.999999,508195,EU15
2008,UKC1,Tees Valley and Durham,20300,23585067800,2,15656,18190000000,1161826,EU15
2008,UKC2,Northumberland and Tyne and Wear,22800,32007050400,2,16324,22915470000,1403818,EU15
2008,UKD1,Cumbria,24300,12169901700,2,17895,8962190000,500819,EU15
2008,UKD3,Greater Manchester,24900,64976027100,2,17232,44966570000,2609479,EU15
2008,UKD4,Lancashire,22700,32922581800,2,16737,24274120000,1450334,EU15
2008,UKD6,Cheshire,32000,28568736000,2,21785,19449160000,892773,EU15
2008,UKD7,Merseyside,22200,33092119200,2,15765,23500320000,1490636,EU15
2008,UKE1,East Yorkshire and Northern Lincolnshire,24000,21844680000,2,16623,15130210000,910195,EU15
2008,UKE2,North Yorkshire,26100,20446348500,2,20957,16417660000,783385,EU15
2008,UKE3,South Yorkshire,20100,26349210600,2,16000,20975120000,1310906,EU15
2008,UKE4,West Yorkshire,24600,53553216000,2,17298,37658050000,2176960,EU15
2008,UKF1,Derbyshire and Nottinghamshire,22400,46209564800,2,17797,36714870000,2062927,EU15
2008,UKF2,"Leicestershire, Rutland and Northamptonshire",25400,42232427600,2,19671,32706870000,1662694,EU15
2008,UKF3,Lincolnshire,20800,14503444800,2,18085,12610260000,697281,EU15
2008,UKG1,"Herefordshire, Worcestershire and Warwickshire",24500,31290469000,2,20987,26803400000,1277162,EU15
2008,UKG2,Shropshire and Staffordshire,21500,33174650500,2,18395,28384060000,1543007,EU15
2008,UKG3,West Midlands,23200,61569876800,2,15225,40406050000,2653874,EU15
2008,UKH1,East Anglia,25500,59207047500,2,19559,45412400000,2321845,EU15
2008,UKH2,Bedfordshire and Hertfordshire,31100,51988843700,2,24753,41378720000,1671667,EU15
2008,UKH3,Essex,23400,39488974200,2,21801,36791210000,1687563,EU15
2008,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",39700,87374102300,2,27050,59533580000,2200859,EU15
2008,UKJ2,"Surrey, East and West Sussex",30500,81291528000,2,25745,68619340000,2665296,EU15
2008,UKJ3,Hampshire and Isle of Wight,29000,53659222000,2,21803,40342090000,1850318,EU15
2008,UKJ4,Kent,24100,40311322900,2,21280,35593860000,1672669,EU15
2008,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",29700,68046382800,2,21513,49289530000,2291124,EU15
2008,UKK2,Dorset and Somerset,23300,29097203100,2,19744,24656920000,1248807,EU15
2008,UKK3,Cornwall and Isles of Scilly,19700,10358082700,2,16252,8545360000.000001,525791,EU15
2008,UKK4,Devon,21900,24573792900,2,17774,19944380000,1122091,EU15
2008,UKL1,West Wales and The Valleys,17700,33858046800,2,15280,29228310000,1912884,EU15
2008,UKL2,East Wales,24500,27022520000,2,18121,19987070000,1102960,EU15
2008,UKM5,North Eastern Scotland,42700,19592895000,2,25193,11559620000,458850,EU15
2008,UKM6,Highlands and Islands,26100,11939131800,2,18438,8434459999.999999,457438,EU15
2008,UKM7,Eastern Scotland,29200,55933096400,2,20037,38381100000,1915517,EU15
2008,UKM8,West Central Scotland,25400,38097129800,2,18059,27086620000,1499887,EU15
2008,UKM9,Southern Scotland,17400,16434421800,2,17907,16912960000,944507,EU15
2008,UKN0,Northern Ireland (UK),22600,40010203800,2,16179,28642810000,1770363,EU15
2008,UKZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU15
2008,UKM2,Eastern Scotland,26600,52390003400,2,0,0,1969549,EU15
2008,UKM3,South Western Scotland,23900,54973322100,2,0,0,2300139,EU15
2008,UKI,London,49500,383791221000,1,30166,233884280000,7753358,EU15
2009,AT11,Burgenland (AT),20500,5796928500,2,20581,5819900000,282777,EU15
2009,AT12,Niederösterreich,25400,40715133200,2,22323,35783020000,1602958,EU15
2009,AT13,Wien,40800,68549508000,2,22311,37484710000,1680135,EU15
2009,AT21,Kärnten,26100,14601958200,2,19809,11082350000,559462,EU15
2009,AT22,Steiermark,27400,33011383000,2,20309,24468400000,1204795,EU15
2009,AT31,Oberösterreich,30700,43244603300,2,21761,30653280000,1408619,EU15
2009,AT32,Salzburg,35700,18803154300,2,22258,11723220000,526699,EU15
2009,AT33,Tirol,32300,22690814600,2,21233,14916150000,702502,EU15
2009,AT34,Vorarlberg,32200,11819203200,2,23193,8513219999.999999,367056,EU15
2009,ATZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU15
2009,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,54600,58341847200,2,19174,20488390000,1068532,EU15
2009,BE21,Prov. Antwerpen,33500,57994329000,2,21894,37901510000,1731174,EU15
2009,BE22,Prov. Limburg (BE),22800,18996048000,2,19639,16362380000,833160,EU15
2009,BE23,Prov. Oost-Vlaanderen,25900,36788748500,2,22718,32268540000,1420415,EU15
2009,BE24,Prov. Vlaams-Brabant,30900,33027094200,2,26183,27985080000,1068838,EU15
2009,BE25,Prov. West-Vlaanderen,27000,31192830000,2,20808,24039180000,1155290,EU15
2009,BE31,Prov. Brabant wallon,30700,11532301500,2,24239,9105440000,375645,EU15
2009,BE32,Prov. Hainaut,18300,23871178800,2,15994,20863380000,1304436,EU15
2009,BE33,Prov. Liège,21000,22260735000,2,17403,18447450000,1060035,EU15
2009,BE34,Prov. Luxembourg (BE),18900,5045355000,2,18703,4992840000,266950,EU15
2009,BE35,Prov. Namur,20100,9418960500,2,18784,8802140000,468605,EU15
2009,BEZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU15
2009,DE11,Stuttgart,34500,138217798500,2,24105,96573620000,4006313,EU15
2009,DE12,Karlsruhe,32600,89329346400,2,22316,61149490000,2740164,EU15
2009,DE13,Freiburg,26900,59063818900,2,21498,47203080000,2195681,EU15
2009,DE14,Tübingen,29300,52955296400,2,22416,40512610000,1807348,EU15
2009,DE21,Oberbayern,40300,174706021100,2,27677,119984310000,4335137,EU15
2009,DE22,Niederbayern,26600,31704806000,2,20543,24485070000,1191910,EU15
2009,DE23,Oberpfalz,27900,30237462000,2,20568,22290920000,1083780,EU15
2009,DE24,Oberfranken,25400,27495906400,2,20455,22142440000,1082516,EU15
2009,DE25,Mittelfranken,30900,52913314500,2,22801,39043750000,1712405,EU15
2009,DE26,Unterfranken,27500,36506167500,2,21256,28217900000,1327497,EU15
2009,DE27,Schwaben,27500,49128282500,2,22341,39911650000,1786483,EU15
2009,DE30,Berlin,28300,97116402500,2,17108,58708370000,3431675,EU15
2009,DE40,Brandenburg,20200,50954358600,2,16536,41712360000,2522493,EU15
2009,DE50,Bremen,35900,23760989400,2,19509,12912530000,661866,EU15
2009,DE60,Hamburg,50400,89313840000,2,24191,42868710000,1772100,EU15
2009,DE71,Darmstadt,39700,150255249900,2,24191,91557320000,3784767,EU15
2009,DE72,Gießen,24800,26007338400,2,19527,20477210000,1048683,EU15
2009,DE73,Kassel,26000,32019078000,2,18359,22608620000,1231503,EU15
2009,DE80,Mecklenburg-Vorpommern,19500,32454942000,2,14745,24541730000,1664356,EU15
2009,DE91,Braunschweig,26900,43676158100,2,18852,30609520000,1623649,EU15
2009,DE92,Hannover,27800,59747231800,2,19428,41753820000,2149181,EU15
2009,DE93,Lüneburg,19900,33763195700,2,20171,34223519999.999996,1696643,EU15
2009,DE94,Weser-Ems,25000,61944275000,2,18498,45832940000,2477771,EU15
2009,DEA1,Düsseldorf,32400,168189760800,2,20862,108297550000,5191042,EU15
2009,DEA2,Köln,31900,139922044900,2,21216,93060510000,4386271,EU15
2009,DEA3,Münster,24700,64352515500,2,19184,49982430000,2605365,EU15
2009,DEA4,Detmold,27000,55367226000,2,20476,41988370000,2050638,EU15
2009,DEA5,Arnsberg,25300,93603624400,2,19521,72221480000,3699748,EU15
2009,DEB1,Koblenz,23900,35837022300,2,21262,31881590000,1499457,EU15
2009,DEB2,Trier,22100,11388616200,2,21528,11094100000,515322,EU15
2009,DEB3,Rheinhessen-Pfalz,26900,54165086800,2,22353,45009520000,2013572,EU15
2009,DEC0,Saarland,26400,27200553600,2,18323,18878990000,1030324,EU15
2009,DED2,Dresden,21100,34564142100,2,15072,24690380000,1638111,EU15
2009,DED4,Chemnitz,19200,27743097600,2,15325,22143450000,1444953,EU15
2009,DED5,Leipzig,22300,21551478200,2,15683,15156900000,966434,EU15
2009,DEE0,Sachsen-Anhalt,19400,46208316800,2,14198,33818530000,2381872,EU15
2009,DEF0,Schleswig-Holstein,24000,68022240000,2,20428,57898180000,2834260,EU15
2009,DEG0,Thüringen,19100,43314273300,2,15004,34025510000.000004,2267763,EU15
2009,DK01,Hovedstaden,37700,62668144500,2,20299,33743400000,1662285,EU15
2009,DK02,Sjælland,20900,17164166800,2,17019,13977200000,821252,EU15
2009,DK03,Syddanmark,27700,33230775900,2,16312,19568430000,1199667,EU15
2009,DK04,Midtjylland,28500,35560362000,2,17277,21556690000,1247732,EU15
2009,DK05,Nordjylland,26700,15499750500,2,15896,9228090000,580515,EU15
2009,EL51,"Anatoliki Makedonia, Thraki",16500,10042543500,2,12021,7316490000,608639,EU15
2009,EL52,Kentriki Makedonia,18300,35025834000,2,13468,25778170000,1913980,EU15
2009,EL53,Dytiki Makedonia,19000,5446768000,2,13517,3874960000,286672,EU15
2009,EL54,Ipeiros,15700,5419121900,2,13162,4543210000,345167,EU15
2009,EL61,Thessalia,17100,12749229900,2,13514,10075270000,745569,EU15
2009,EL62,Ionia Nisia,21800,4537909800,2,13594,2829710000,208161,EU15
2009,EL63,Dytiki Ellada,17000,11780830000,2,12739,8828030000,692990,EU15
2009,EL64,Sterea Ellada,20100,11201549100,2,13434,7486730000,557291,EU15
2009,EL65,Peloponnisos,18200,10686494000,2,13588,7978440000,587170,EU15
2009,EL30,Attiki,31300,125183004100,2,18568,74261340000,3999457,EU15
2009,EL41,Voreio Aigaio,18300,3651161100,2,13694,2732260000,199517,EU15
2009,EL42,Notio Aigaio,24700,8195830500,2,14524,4819410000,331815,EU15
2009,EL43,Kriti,20000,12366340000,2,13458,8321360000.000001,618317,EU15
2009,ES11,Galicia,21500,59500583500,2,13424,37149700000,2767469,EU15
2009,ES12,Principado de Asturias,22200,23893327200,2,14206,15289310000,1076276,EU15
2009,ES13,Cantabria,23100,13505576700,2,15040,8793330000,584657,EU15
2009,ES21,País Vasco,31100,67613794700,2,19643,42705370000,2174077,EU15
2009,ES22,Comunidad Foral de Navarra,30100,18881308600,2,19492,12227010000,627286,EU15
2009,ES23,La Rioja,26100,8346466800,2,16064,5137080000,319788,EU15
2009,ES24,Aragón,26400,35449603200,2,16807,22568200000,1342788,EU15
2009,ES30,Comunidad de Madrid,33000,208809447000,2,21173,133975700000.00002,6327559,EU15
2009,ES41,Castilla y León,22800,58121121600,2,14530,37039120000,2549172,EU15
2009,ES42,Castilla-la Mancha,19700,40708631600,2,12801,26452560000,2066428,EU15
2009,ES43,Extremadura,17200,18828719600,2,10942,11978470000,1094693,EU15
2009,ES51,Cataluña,28400,210929412800,2,18298,135898620000,7427092,EU15
2009,ES52,Comunidad Valenciana,21500,107097606000,2,13554,67517679999.99999,4981284,EU15
2009,ES53,Illes Balears,26000,27824342000,2,16558,17720340000,1070167,EU15
2009,ES61,Andalucía,18600,152761204800,2,11871,97497230000,8212968,EU15
2009,ES62,Región de Murcia,20200,29124097400,2,12747,18378480000,1441787,EU15
2009,ES63,Ciudad Autónoma de Ceuta (ES),21100,1623159700,2,14322,1101770000,76927,EU15
2009,ES64,Ciudad Autónoma de Melilla (ES),19800,1452627000,2,13396,982820000,73365,EU15
