Year,RegionCode,RegionName,GDPPerHead,GDPTotal,NUTSLevel,IncomePerHead,IncomeTotal,Population,CountryOrOtherGrouping
2002,BG41,Yugozapaden,9600,20229734400,2,4774,10060180000,2107264,BG
2002,BG42,Yuzhen tsentralen,4900,7801603600,2,3055,4863570000,1592164,BG
2003,BG31,Severozapaden,5700,5664534600,2,3063,3043880000,993778,BG
2003,BG32,Severen tsentralen,5700,5511723300,2,3523,3406350000,966969,BG
2003,BG33,Severoiztochen,6300,6347747700,2,3701,3728970000,1007579,BG
2003,BG34,Yugoiztochen,6500,7456130500,2,3904,4478170000,1147097,BG
2003,BG41,Yugozapaden,10300,21767226900,2,4976,10515060000,2113323,BG
2003,BG42,Yuzhen tsentralen,5400,8514504000,2,3418,5389590000,1576760,BG
2004,BG31,Severozapaden,5900,5743962700,2,3269,3182160000,973553,BG
2004,BG32,Severen tsentralen,6000,5712150000,2,3738,3558640000,952025,BG
2004,BG33,Severoiztochen,6800,6811199600,2,4035,4041550000,1001647,BG
2004,BG34,Yugoiztochen,7100,8072898800,2,4115,4679230000,1137028,BG
2004,BG41,Yugozapaden,11400,24149874000,2,5377,11390860000,2118410,BG
2004,BG42,Yuzhen tsentralen,6000,9374904000,2,3662,5721930000,1562484,BG
2005,BG31,Severozapaden,6500,6203567500,2,3302,3151210000,954395,BG
2005,BG32,Severen tsentralen,6700,6285089100,2,4416,4142560000.0000005,938073,BG
2005,BG33,Severoiztochen,7500,7473997500,2,4375,4359580000,996533,BG
2005,BG34,Yugoiztochen,8100,9137626200,2,4329,4883650000,1128102,BG
2005,BG41,Yugozapaden,12900,27375154500,2,5773,12251230000,2122105,BG
2005,BG42,Yuzhen tsentralen,6600,10225809000,2,4211,6524530000,1549365,BG
2006,BG31,Severozapaden,6400,5982432000,2,3540,3309020000,934755,BG
2006,BG32,Severen tsentralen,6800,6280772400,2,4553,4205430000.0000005,923643,BG
2006,BG33,Severoiztochen,8200,8127979400,2,4635,4594450000,991217,BG
2006,BG34,Yugoiztochen,8100,9064305000,2,4744,5308370000,1119050,BG
2006,BG41,Yugozapaden,14600,31016955400,2,6150,13064790000,2124449,BG
2006,BG42,Yuzhen tsentralen,7000,10753799000,2,4240,6513340000,1536257,BG
2007,BG31,Severozapaden,7000,6414156000,2,4470,4096220000.0000005,916308,BG
2007,BG32,Severen tsentralen,7300,6642722600,2,4846,4409820000,909962,BG
2007,BG33,Severoiztochen,8900,8776512500,2,4790,4723980000,986125,BG
2007,BG34,Yugoiztochen,8500,9437924000,2,4992,5542500000,1110344,BG
2007,BG41,Yugozapaden,17100,36357712200,2,7260,15436490000,2126182,BG
2007,BG42,Yuzhen tsentralen,7500,11428140000,2,4681,7131980000,1523752,BG
2008,BG31,Severozapaden,7300,6558108300,2,4403,3955640000,898371,BG
2008,BG32,Severen tsentralen,7700,6907477500,2,5120,4593200000,897075,BG
2008,BG33,Severoiztochen,9600,9418972800,2,5014,4919350000,981143,BG
2008,BG34,Yugoiztochen,9200,10139310800,2,5540,6105260000,1102099,BG
2008,BG41,Yugozapaden,18600,39571462800,2,8176,17394840000,2127498,BG
2008,BG42,Yuzhen tsentralen,7800,11792164800,2,5228,7903340000,1511816,BG
2009,BG31,Severozapaden,6700,5906539100,2,3986,3513540000,881573,BG
2009,BG32,Severen tsentralen,7200,6370970400,2,4386,3880590000,884857,BG
2009,BG33,Severoiztochen,8700,8491739400,2,4728,4615040000,976062,BG
2009,BG34,Yugoiztochen,8800,9629426400,2,4933,5398300000,1094253,BG
2009,BG41,Yugozapaden,17900,38124404500,2,7840,16697320000,2129855,BG
2009,BG42,Yuzhen tsentralen,7400,11103840600,2,4767,7153470000,1500519,BG
2010,BG31,Severozapaden,6900,5970790800,2,3909,3382590000,865332,BG
2010,BG32,Severen tsentralen,7300,6378747300,2,4403,3847320000,873801,BG
2010,BG33,Severoiztochen,9000,8747388000,2,4701,4569080000,971932,BG
2010,BG34,Yugoiztochen,9200,10002065200,2,4981,5415470000,1087181,BG
2010,BG41,Yugozapaden,19100,40733309400,2,8456,18034480000,2132634,BG
2010,BG42,Yuzhen tsentralen,7800,11628910800,2,4735,7059520000,1490886,BG
2011,BG31,Severozapaden,7500,6361725000,2,4004,3395900000,848230,BG
2011,BG32,Severen tsentralen,8000,6896960000,2,5040,4345420000,862120,BG
2011,BG33,Severoiztochen,9600,9276748800,2,5293,5114630000,966328,BG
2011,BG34,Yugoiztochen,9600,10354531200,2,5943,6410340000,1078597,BG
2011,BG41,Yugozapaden,19600,41821127600,2,9082,19378900000,2133731,BG
2011,BG42,Yuzhen tsentralen,8300,12287527500,2,5371,7951560000,1480425,BG
2012,BG31,Severozapaden,7700,6441827700,2,3925,3284030000,836601,BG
2012,BG32,Severen tsentralen,8500,7254478000,2,4890,4173359999.9999995,853468,BG
2012,BG33,Severoiztochen,10200,9812043000,2,5667,5451650000,961965,BG
2012,BG34,Yugoiztochen,10300,11050355000,2,5353,5742560000,1072850,BG
2012,BG41,Yugozapaden,20000,42624660000,2,9922,21146730000,2131233,BG
2012,BG42,Yuzhen tsentralen,8700,12798630900,2,5178,7616860000,1471107,BG
2013,BG31,Severozapaden,7600,6258364400,2,4338,3572180000,823469,BG
2013,BG32,Severen tsentralen,8600,7262794600,2,4975,4201840000,844511,BG
2013,BG33,Severoiztochen,10100,9670346000,2,5882,5631820000,957460,BG
2013,BG34,Yugoiztochen,10300,11000204300,2,5469,5840770000,1067981,BG
2013,BG41,Yugozapaden,19700,41937025100,2,10501,22353750000,2128783,BG
2013,BG42,Yuzhen tsentralen,8600,12576192800,2,5277,7716080000,1462348,BG
2014,BG31,Severozapaden,8300,6726328300,2,4793,3884510000,810401,BG
2014,BG32,Severen tsentralen,9300,7773060900,2,5261,4397470000,835813,BG
2014,BG33,Severoiztochen,10900,10404442400,2,6465,6171260000,954536,BG
2014,BG34,Yugoiztochen,11200,11913328000,2,5522,5873350000,1063690,BG
2014,BG41,Yugozapaden,20800,44254454400,2,11554,24583040000,2127618,BG
2014,BG42,Yuzhen tsentralen,8800,12791847200,2,5845,8496740000,1453619,BG
2015,BG31,Severozapaden,8400,6695992800,2,4843,3860350000,797142,BG
2015,BG32,Severen tsentralen,9600,7925145600,2,5881,4855310000,825536,BG
2015,BG33,Severoiztochen,11400,10829509800,2,6799,6458740000,949957,BG
2015,BG34,Yugoiztochen,11400,12067071000,2,6006,6357460000,1058515,BG
2015,BG41,Yugozapaden,22500,47817270000,2,12111,25738880000,2125212,BG
2015,BG42,Yuzhen tsentralen,9700,14024609200,2,5978,8643330000,1445836,BG
2016,BG31,Severozapaden,8700,6820008300,2,4952,3881570000,783909,BG
2016,BG32,Severen tsentralen,9800,7991321800,2,6323,5156150000,815441,BG
2016,BG33,Severoiztochen,11500,10861267000,2,6433,6075660000,944458,BG
2016,BG34,Yugoiztochen,12600,13262445000,2,6300,6631390000,1052575,BG
2016,BG41,Yugozapaden,23100,48999373500,2,13071,27725120000,2121185,BG
2016,BG42,Yuzhen tsentralen,10000,14362160000,2,6455,9271360000,1436216,BG
2017,BG31,Severozapaden,9300,7157493900,2,4918,3784820000,769623,BG
2017,BG32,Severen tsentralen,10200,8215498200,2,6686,5385080000,805441,BG
2017,BG33,Severoiztochen,11900,11177217800,2,6306,5923340000,939262,BG
2017,BG34,Yugoiztochen,13100,13704237500,2,6871,7187580000,1046125,BG
2017,BG41,Yugozapaden,24100,50979790400,2,13924,29454460000,2115344,BG
2017,BG42,Yuzhen tsentralen,10400,14831065600,2,6591,9398730000,1426064,BG
2018,BG31,Severozapaden,10300,7786346800,2,0,0,755956,BG
2018,BG32,Severen tsentralen,10700,8506478600,2,0,0,794998,BG
2018,BG33,Severoiztochen,12600,11764683000,2,0,0,933705,BG
2018,BG34,Yugoiztochen,12900,13410182100,2,0,0,1039549,BG
2018,BG41,Yugozapaden,25400,53553207600,2,0,0,2108394,BG
2018,BG42,Yuzhen tsentralen,11100,15733495200,2,0,0,1417432,BG
1995,CZ01,Praha,0,0,2,7709,9362930000,1214584,CZ
1995,CZ02,Strední Cechy,0,0,2,6509,7211940000,1108007,CZ
1995,CZ03,Jihozápad,0,0,2,6442,7625190000,1183736,CZ
1995,CZ04,Severozápad,0,0,2,6401,7234400000,1130267,CZ
1995,CZ05,Severovýchod,0,0,2,6034,9012220000,1493626,CZ
1995,CZ06,Jihovýchod,0,0,2,5842,9726950000,1665042,CZ
1995,CZ07,Strední Morava,0,0,2,5770,7225250000,1252299,CZ
1995,CZ08,Moravskoslezsko,0,0,2,6187,7953640000,1285600,CZ
1996,CZ01,Praha,0,0,2,8700,10525180000,1209855,CZ
1996,CZ02,Strední Cechy,0,0,2,7132,7893270000,1106738,CZ
1996,CZ03,Jihozápad,0,0,2,7146,8448770000,1182277,CZ
1996,CZ04,Severozápad,0,0,2,6971,7878500000,1130160,CZ
1996,CZ05,Severovýchod,0,0,2,6606,9861600000,1492873,CZ
1996,CZ06,Jihovýchod,0,0,2,6429,10698600000,1664018,CZ
1996,CZ07,Strední Morava,0,0,2,6331,7890550000,1246421,CZ
1996,CZ08,Moravskoslezsko,0,0,2,6844,8821710000,1289002,CZ
1997,CZ01,Praha,0,0,2,9388,11312110000,1204953,CZ
1997,CZ02,Strední Cechy,0,0,2,7544,8338280000.000001,1105234,CZ
1997,CZ03,Jihozápad,0,0,2,7587,8959980000,1181005,CZ
1997,CZ04,Severozápad,0,0,2,7399,8363299999.999999,1130368,CZ
1997,CZ05,Severovýchod,0,0,2,7198,10742020000,1492317,CZ
1997,CZ06,Jihovýchod,0,0,2,6799,11304670000,1662657,CZ
1997,CZ07,Strední Morava,0,0,2,6847,8526230000,1245190,CZ
1997,CZ08,Moravskoslezsko,0,0,2,7071,9102680000,1287413,CZ
1998,CZ01,Praha,0,0,2,9618,11546170000,1200455,CZ
1998,CZ02,Strední Cechy,0,0,2,7808,8635490000,1105964,CZ
1998,CZ03,Jihozápad,0,0,2,7459,8800790000,1179839,CZ
1998,CZ04,Severozápad,0,0,2,7265,8215170000,1130789,CZ
1998,CZ05,Severovýchod,0,0,2,7134,10639540000,1491424,CZ
1998,CZ06,Jihovýchod,0,0,2,6795,11288020000,1661341,CZ
1998,CZ07,Strední Morava,0,0,2,6809,8466570000,1243377,CZ
1998,CZ08,Moravskoslezsko,0,0,2,6918,8896060000,1285936,CZ
1999,CZ01,Praha,0,0,2,10303,12294000000,1193270,CZ
1999,CZ02,Strední Cechy,0,0,2,8271,9168540000,1108465,CZ
1999,CZ03,Jihozápad,0,0,2,7733,9118680000,1179187,CZ
1999,CZ04,Severozápad,0,0,2,7382,8354129999.999999,1131683,CZ
1999,CZ05,Severovýchod,0,0,2,7266,10832760000,1490914,CZ
1999,CZ06,Jihovýchod,0,0,2,7031,11673740000,1660441,CZ
1999,CZ07,Strední Morava,0,0,2,6929,8604420000,1241750,CZ
1999,CZ08,Moravskoslezsko,0,0,2,7002,8989420000,1283911,CZ
2000,CZ01,Praha,27900,33113254500,2,11143,13224720000,1186855,CZ
2000,CZ02,Strední Cechy,14200,15781226800,2,8691,9659130000,1111354,CZ
2000,CZ03,Jihozápad,13300,15667160600,2,8257,9726840000,1177982,CZ
2000,CZ04,Severozápad,11800,13357293200,2,7699,8714950000,1131974,CZ
2000,CZ05,Severovýchod,12700,18915468900,2,7784,11593780000,1489407,CZ
2000,CZ06,Jihovýchod,12400,20568636400,2,7410,12291020000,1658761,CZ
2000,CZ07,Strední Morava,11400,14140047000,2,7323,9083460000,1240355,CZ
2000,CZ08,Moravskoslezsko,10900,13967369000,2,7237,9273690000,1281410,CZ
2001,CZ01,Praha,30900,36167708400,2,12333,14435870000,1170476,CZ
2001,CZ02,Strední Cechy,15000,16823865000,2,9326,10459970000,1121591,CZ
2001,CZ03,Jihozápad,14100,16582967700,2,8897,10464070000,1176097,CZ
2001,CZ04,Severozápad,12400,13947681200,2,8234,9261730000,1124813,CZ
2001,CZ05,Severovýchod,13500,20079900000,2,8415,12517150000,1487400,CZ
2001,CZ06,Jihovýchod,13600,22402980800,2,8175,13465890000,1647278,CZ
2001,CZ07,Strední Morava,12200,15116885800,2,7964,9868380000,1239089,CZ
2001,CZ08,Moravskoslezsko,11800,14930339400,2,7891,9984530000,1265283,CZ
2002,CZ01,Praha,32200,37283607200,2,12934,14975550000,1157876,CZ
2002,CZ02,Strední Cechy,15500,17420372500,2,9877,11100160000,1123895,CZ
2002,CZ03,Jihozápad,14500,17018867500,2,8927,10477450000,1173715,CZ
2002,CZ04,Severozápad,12800,14362739200,2,8082,9068520000,1122089,CZ
2002,CZ05,Severovýchod,13600,20175368800,2,8597,12753080000,1483483,CZ
2002,CZ06,Jihovýchod,13800,22676187600,2,8291,13623060000,1643202,CZ
2002,CZ07,Strední Morava,12400,15331211200,2,8138,10061850000,1236388,CZ
2002,CZ08,Moravskoslezsko,12000,15126408000,2,7892,9948050000,1260534,CZ
2003,CZ01,Praha,34700,40163272100,2,13938,16132140000,1157443,CZ
2003,CZ02,Strední Cechy,15800,17831927400,2,10611,11975680000,1128603,CZ
2003,CZ03,Jihozápad,15200,17837762400,2,9433,11070450000,1173537,CZ
2003,CZ04,Severozápad,13600,15255582400,2,8559,9601270000,1121734,CZ
2003,CZ05,Severovýchod,14000,20740062000,2,8852,13114310000,1481433,CZ
2003,CZ06,Jihovýchod,14600,23947285000,2,8717,14297540000,1640225,CZ
2003,CZ07,Strední Morava,13100,16157225600,2,8632,10646880000,1233376,CZ
2003,CZ08,Moravskoslezsko,12600,15829354800,2,8118,10198360000,1256298,CZ
2004,CZ01,Praha,37000,42873306000,2,14618,16938430000,1158738,CZ
2004,CZ02,Strední Cechy,16900,19193161000,2,10988,12479450000,1135690,CZ
2004,CZ03,Jihozápad,16300,19140389100,2,10022,11768770000,1174257,CZ
2004,CZ04,Severozápad,14300,16041110800,2,8955,10045270000,1121756,CZ
2004,CZ05,Severovýchod,14800,21896126400,2,9344,13824750000,1479468,CZ
2004,CZ06,Jihovýchod,15400,25275973800,2,9410,15444330000,1641297,CZ
2004,CZ07,Strední Morava,13800,16990394400,2,8934,11000000000,1231188,CZ
2004,CZ08,Moravskoslezsko,14200,17791932600,2,8689,10886490000,1252953,CZ
2005,CZ01,Praha,39700,46104959800,2,15552,18060660000,1161334,CZ
2005,CZ02,Strední Cechy,17200,19675510000,2,11617,13289340000,1143925,CZ
2005,CZ03,Jihozápad,17200,20183460400,2,10612,12452940000,1173457,CZ
2005,CZ04,Severozápad,14900,16719915800,2,9474,10631520000,1122142,CZ
2005,CZ05,Severovýchod,15600,23062696800,2,10088,14914560000,1478378,CZ
2005,CZ06,Jihovýchod,16200,26600724000,2,9961,16355670000,1642020,CZ
2005,CZ07,Strední Morava,14400,17687793600,2,9487,11652900000,1228319,CZ
2005,CZ08,Moravskoslezsko,15600,19488768000,2,9503,11872180000,1249280,CZ
2006,CZ01,Praha,41900,49018474800,2,16457,19252470000,1169892,CZ
2006,CZ02,Strední Cechy,18600,21536586600,2,12293,14233990000,1157881,CZ
2006,CZ03,Jihozápad,18100,21302451100,2,11140,13110540000,1176931,CZ
2006,CZ04,Severozápad,15600,17496804000,2,9916,11121750000,1121590,CZ
2006,CZ05,Severovýchod,16400,24291926000,2,10493,15542540000,1481215,CZ
2006,CZ06,Jihovýchod,17200,28264037600,2,10286,16902849999.999998,1643258,CZ
2006,CZ07,Strední Morava,15200,18651084000,2,10248,12574730000,1227045,CZ
2006,CZ08,Moravskoslezsko,16100,20056816500,2,9666,12041790000,1245765,CZ
2007,CZ01,Praha,46700,54822671100,2,17483,20523470000,1173933,CZ
2007,CZ02,Strední Cechy,20200,23734272800,2,13282,15605480000,1174964,CZ
2007,CZ03,Jihozápad,19000,22452661000,2,11961,14134360000,1181719,CZ
2007,CZ04,Severozápad,16800,18828684000,2,10397,11652820000,1120755,CZ
2007,CZ05,Severovýchod,17800,26443235000,2,11149,16562570000,1485575,CZ
2007,CZ06,Jihovýchod,19000,31291062000,2,11380,18742460000,1646898,CZ
2007,CZ07,Strední Morava,16600,20369528000,2,11042,13549330000,1227080,CZ
2007,CZ08,Moravskoslezsko,17700,22006569300,2,10454,12997750000,1243309,CZ
2008,CZ01,Praha,47700,57026351700,2,17435,20844070000,1195521,CZ
2008,CZ02,Strední Cechy,20500,24631242000,2,13222,15886700000,1201524,CZ
2008,CZ03,Jihozápad,18600,22155501600,2,12220,14555600000,1191156,CZ
2008,CZ04,Severozápad,16900,19102661500,2,10591,11971010000,1130335,CZ
2008,CZ05,Severovýchod,17800,26604431800,2,11255,16821779999.999998,1494631,CZ
2008,CZ06,Jihovýchod,19500,32323063500,2,11526,19105650000,1657593,CZ
2008,CZ07,Strední Morava,17300,21272391400,2,11080,13624780000,1229618,CZ
2008,CZ08,Moravskoslezsko,18300,22747705200,2,11039,13721900000,1243044,CZ
2009,CZ01,Praha,45000,54643500000,2,16783,20379890000,1214300,CZ
2009,CZ02,Strední Cechy,18900,23254654500,2,13158,16190070000,1230405,CZ
2009,CZ03,Jihozápad,18400,22125576800,2,11772,14155180000,1202477,CZ
2009,CZ04,Severozápad,16700,18952612900,2,10581,12008420000,1134887,CZ
2009,CZ05,Severovýchod,17000,25565705000,2,11055,16625759999.999998,1503865,CZ
2009,CZ06,Jihovýchod,18800,31335426400,2,11226,18711060000,1666778,CZ
2009,CZ07,Strední Morava,16600,20425254200,2,10600,13043000000,1230437,CZ
2009,CZ08,Moravskoslezsko,17000,21124778000,2,10651,13235640000,1242634,CZ
2010,CZ01,Praha,45500,55870906000,2,17507,21496800000,1227932,CZ
2010,CZ02,Strední Cechy,18700,23325071000,2,13567,16923140000,1247330,CZ
2010,CZ03,Jihozápad,18600,22428512400,2,11659,14058640000,1205834,CZ
2010,CZ04,Severozápad,16300,18474827500,2,10589,12001330000,1133425,CZ
2010,CZ05,Severovýchod,17400,26212525800,2,11068,16673050000,1506467,CZ
2010,CZ06,Jihovýchod,18900,31600667700,2,11462,19164830000,1671993,CZ
2010,CZ07,Strední Morava,16800,20662840800,2,10441,12841470000,1229931,CZ
2010,CZ08,Moravskoslezsko,17500,21685580000,2,10638,13182330000,1239176,CZ
2011,CZ01,Praha,45800,56518894600,2,17175,21195130000,1234037,CZ
2011,CZ02,Strední Cechy,19600,24793725600,2,13708,17340850000,1264986,CZ
2011,CZ03,Jihozápad,19000,22933513000,2,11834,14283810000,1207027,CZ
2011,CZ04,Severozápad,16700,18908608400,2,10724,12142070000,1132252,CZ
2011,CZ05,Severovýchod,17900,27006356500,2,11137,16802080000.000002,1508735,CZ
2011,CZ06,Jihovýchod,19700,33014678400,2,11603,19445140000,1675872,CZ
2011,CZ07,Strední Morava,17500,21509547500,2,10828,13309050000,1229117,CZ
2011,CZ08,Moravskoslezsko,18600,22965513000,2,10886,13441360000,1234705,CZ
2012,CZ01,Praha,45900,56992377600,2,17077,21203710000,1241664,CZ
2012,CZ02,Strední Cechy,19900,25458965500,2,14092,18027990000,1279345,CZ
2012,CZ03,Jihozápad,19100,23069877700,2,12105,14620570000,1207847,CZ
2012,CZ04,Severozápad,16800,19004008800,2,10541,11923460000,1131191,CZ
2012,CZ05,Severovýchod,17900,27008719300,2,11511,17369320000,1508867,CZ
2012,CZ06,Jihovýchod,20300,34068475000,2,11975,20096210000,1678250,CZ
2012,CZ07,Strední Morava,17700,21729723600,2,11159,13698960000,1227668,CZ
2012,CZ08,Moravskoslezsko,18900,23258585700,2,10992,13527320000,1230613,CZ
2013,CZ01,Praha,46700,58224626000,2,17450,21756110000,1246780,CZ
2013,CZ02,Strední Cechy,20000,25836320000,2,13963,18037080000,1291816,CZ
2013,CZ03,Jihozápad,20000,24185960000,2,12343,14925780000,1209298,CZ
2013,CZ04,Severozápad,16900,19071481000,2,10800,12188190000,1128490,CZ
2013,CZ05,Severovýchod,18300,27596034000,2,11740,17703630000,1507980,CZ
2013,CZ06,Jihovýchod,21200,35612968400,2,12456,20924410000,1679857,CZ
2013,CZ07,Strední Morava,18100,22177966200,2,11165,13680860000,1225302,CZ
2013,CZ08,Moravskoslezsko,18700,22937457400,2,11027,13525930000,1226602,CZ
2014,CZ01,Praha,48400,60170928400,2,18518,23021820000,1243201,CZ
2014,CZ02,Strední Cechy,21900,28521158400,2,14812,19290530000,1302336,CZ
2014,CZ03,Jihozápad,21200,25655731200,2,13100,15853150000,1210176,CZ
2014,CZ04,Severozápad,17600,19807550400,2,11294,12710150000,1125429,CZ
2014,CZ05,Severovýchod,19600,29527458800,2,12653,19061990000,1506503,CZ
2014,CZ06,Jihovýchod,22400,37638428800,2,13266,22290540000,1680287,CZ
2014,CZ07,Strední Morava,19800,24208569000,2,12008,14681330000,1222655,CZ
2014,CZ08,Moravskoslezsko,20000,24436640000,2,11869,14501720000,1221832,CZ
2015,CZ01,Praha,53300,67108910700,2,19305,24306530000,1259079,CZ
2015,CZ02,Strední Cechy,22800,29988817200,2,15285,20103820000,1315299,CZ
2015,CZ03,Jihozápad,22100,26794548300,2,13930,16889130000.000002,1212423,CZ
2015,CZ04,Severozápad,18800,21117382000,2,12042,13526140000,1123265,CZ
2015,CZ05,Severovýchod,20800,31341710400,2,13348,20113340000,1506813,CZ
2015,CZ06,Jihovýchod,23600,39712852800,2,14158,23824980000,1682748,CZ
2015,CZ07,Strední Morava,20600,25152023200,2,12874,15718230000,1220972,CZ
2015,CZ08,Moravskoslezsko,21000,25571196000,2,12451,15160890000,1217676,CZ
2016,CZ01,Praha,53600,67935266400,2,19466,24671770000,1267449,CZ
2016,CZ02,Strední Cechy,23800,31579648800,2,16263,21578390000,1326876,CZ
2016,CZ03,Jihozápad,22500,27325125000,2,13883,16860380000.000002,1214450,CZ
2016,CZ04,Severozápad,18200,20395902800,2,12505,14013670000,1120654,CZ
2016,CZ05,Severovýchod,21300,32103551700,2,13606,20506390000,1507209,CZ
2016,CZ06,Jihovýchod,23600,39754200000,2,14186,23896460000,1684500,CZ
2016,CZ07,Strední Morava,21000,25607274000,2,12792,15598670000,1219394,CZ
2016,CZ08,Moravskoslezsko,21300,25843524300,2,12638,15333650000,1213311,CZ
2017,CZ01,Praha,56100,71836498800,2,20441,26174960000,1280508,CZ
2017,CZ02,Strední Cechy,25100,33608448200,2,16001,21424680000,1338982,CZ
2017,CZ03,Jihozápad,23200,28243935200,2,14635,17816610000,1217411,CZ
2017,CZ04,Severozápad,19000,21244394000,2,13167,14721960000,1118126,CZ
2017,CZ05,Severovýchod,22600,34092710200,2,14229,21464480000,1508527,CZ
2017,CZ06,Jihovýchod,24300,41012665200,2,14826,25023310000,1687764,CZ
2017,CZ07,Strední Morava,22000,26787706000,2,13362,16270200000,1217623,CZ
2017,CZ08,Moravskoslezsko,22100,26738325900,2,13259,16041470000,1209879,CZ
2018,CZ01,Praha,59100,76505718300,2,0,0,1294513,CZ
2018,CZ02,Strední Cechy,25400,34360993000,2,0,0,1352795,CZ
2018,CZ03,Jihozápad,24100,29426389200,2,0,0,1221012,CZ
2018,CZ04,Severozápad,19600,21888613600,2,0,0,1116766,CZ
2018,CZ05,Severovýchod,23400,35350988400,2,0,0,1510726,CZ
2018,CZ06,Jihovýchod,25800,43656773400,2,0,0,1692123,CZ
2018,CZ07,Strední Morava,22800,27730135200,2,0,0,1216234,CZ
2018,CZ08,Moravskoslezsko,23400,28217732400,2,0,0,1205886,CZ
2000,DK01,Hovedstaden,30500,49920844500,2,16019,26219510000,1636749,DK
2000,DK02,Sjælland,17900,14608512200,2,13770,11238000000,816118,DK
2000,DK03,Syddanmark,22500,26770882500,2,13039,15514040000,1189817,DK
2000,DK04,Midtjylland,23300,28599072400,2,13418,16469439999.999998,1227428,DK
2000,DK05,Nordjylland,21700,12520292400,2,12739,7350190000,576972,DK
2001,DK01,Hovedstaden,31200,51066568800,2,16340,26744640000,1636749,DK
2001,DK02,Sjælland,18500,15098183000,2,14034,11453410000,816118,DK
2001,DK03,Syddanmark,23000,27365791000,2,13240,15753480000,1189817,DK
2001,DK04,Midtjylland,24000,29458272000,2,13771,16902640000,1227428,DK
2001,DK05,Nordjylland,22100,12751081200,2,13014,7508880000,576972,DK
2002,DK01,Hovedstaden,31400,51393918600,2,16800,27496610000,1636749,DK
2002,DK02,Sjælland,19300,15751077400,2,14459,11799900000,816118,DK
2002,DK03,Syddanmark,23800,28317644600,2,13578,16155740000,1189817,DK
2002,DK04,Midtjylland,24900,30562957200,2,14094,17299060000,1227428,DK
2002,DK05,Nordjylland,23400,13501144800,2,13322,7686140000,576972,DK
2003,DK01,Hovedstaden,31400,51393918600,2,16630,27218590000,1636749,DK
2003,DK02,Sjælland,19100,15587853800,2,14405,11756580000,816118,DK
2003,DK03,Syddanmark,23700,28198662900,2,13590,16169850000,1189817,DK
2003,DK04,Midtjylland,24400,29949243200,2,14180,17404410000,1227428,DK
2003,DK05,Nordjylland,23300,13443447600,2,13254,7647200000,576972,DK
2004,DK01,Hovedstaden,34000,55649466000,2,17580,28774020000,1636749,DK
2004,DK02,Sjælland,20300,16567195400,2,15287,12475630000,816118,DK
2004,DK03,Syddanmark,24900,29626443300,2,14455,17198220000,1189817,DK
2004,DK04,Midtjylland,25700,31544899600,2,15123,18562140000,1227428,DK
2004,DK05,Nordjylland,23800,13731933600,2,14108,8139970000,576972,DK
2005,DK01,Hovedstaden,36200,59250313800,2,18380,30083840000,1636749,DK
2005,DK02,Sjælland,20700,16893642600,2,16006,13063170000,816118,DK
2005,DK03,Syddanmark,25100,29864406700,2,15020,17870460000,1189817,DK
2005,DK04,Midtjylland,26000,31913128000,2,15876,19486170000,1227428,DK
2005,DK05,Nordjylland,24300,14020419600,2,14663,8460290000.000001,576972,DK
2006,DK01,Hovedstaden,37000,60559713000,2,19632,32132300000,1636749,DK
2006,DK02,Sjælland,22000,17954596000,2,17052,13916510000,816118,DK
2006,DK03,Syddanmark,27300,32482004100,2,16269,19356600000,1189817,DK
2006,DK04,Midtjylland,28400,34858955200,2,17187,21095210000,1227428,DK
